,index,tweet,injury_report
473,13096,"‘IT’S NOW OR NEVER’  His boss calls him the best MLB TV analyst ever,  but, at 58, David Cone wonders if he should pursue more in the game.  https://t.co/BOuE3F4tqa  https://t.co/lxeFs4Voug",0
474,2181,Vladimir Gutierrez does a nice job of limiting the damage. He stranded two runners in scoring position to keep it a one-run game. #Reds,0
475,13264,"That’s a wrap on All-Star week! Heading back home today.   Hope you’ll check out the ASG special episode of @FlippinBatsPod! Talking to all the All-Stars, telling the story of meeting Shohei Ohtani, and more!  Listen here:  https://t.co/DHCSxovqjp  https://t.co/2IqvaZclt1",0
476,7931,"Or maybe not.  Tyler O'Neill exiting the game in the bottom of the sixth. Tommy Edman moves over to right, Dylan Carlson over to left and Edmundo Sosa enters the game, playing second.",0
477,6937,"Kapler trusted Tyler Rogers against the heart of the A's, and only Laureano reached on an infield flare. Rogers' ERA is 1.43.",0
478,15607,Alex Cobb just left this game with a trainer,1
479,11706,Charlie pitched a masterpiece tonight 👏  #ForTheA  https://t.co/rtdFC6QTiN,0
480,10080,"White Sox 6, #MNTwins 1.  The record: 35-50  Michael Pineda has very limited time to recoup his trade value coming off arm injury -- and allowing a career-high 12 hits in his final start of the first half won't help that.",1
481,3065,"Yesterday, in summary ...   Josh Donaldson talked:  https://t.co/Maw6ry7i5j  And the Sox heard him:  https://t.co/Kf5c2Zjqaw",0
482,5133,Tuesday matchup in the Bronx.   #SquadUp  https://t.co/2znhiUbqmw,0
483,7699,Who can hit a homer to send us back into the lead?  The Candy Man can!  https://t.co/9SXJR2gZRT,0
484,4924,The great ⁦@DavidDermerPix⁩ got me trying to make a play on a foul ball.  https://t.co/H2kSnnuXUH,0
485,12546,Former Giant Gerardo Parra ties this game up at three with a double. Baby Sharks galore.,0
486,13966,"Orioles broadcaster Melanie Newman will be part of MLB’s first ever all-female broadcast, calling Tuesday’s O’s-Rays game for YouTube.   The full  broadcast: MLB dot com’s Sarah Langs (analyst), Alanna Rizzo (reporter), Heidi Watney and Lauren Gardner (pre- and post-game hosts).",0
487,2133,Four-run first inning and leak-proof bullpen lead to series sweep   https://t.co/MpdzLPde11 #orioles,0
488,3937,#Brewers president of baseball operations David Stearns talks about trading for 1B Rowdy Tellez.  https://t.co/UKU6jy8wX6,0
489,4973,REPOST: Indians' Naylor set for surgery after horrific leg injury  https://t.co/RxeC7hf2Va,1
490,11300,Statcast data on Avisaíl García's oopsie-daisy RBI single:   Exit velocity: 48.5 mph Projected distance: One foot  https://t.co/V4YsZHhISB,0
491,3362,Bobby Dalbec enters at 1B. Danny Santana is out.  Looked like Santana reached for his left groin. Rather forlorn look as he went down the tunnel toward the clubhouse. #RedSox,0
492,7462,Giants vs. Cardinals: LaMonte Wade Jr. – 1B Mike Yastrzemski – RF Wilmer Flores – 2B Alex Dickerson – LF Brandon Crawford – SS Jason Vosler – 3B Steven Duggar – CF Curt Casali – C Alex Wood – LHP,0
493,9921,Sugar and spice and everything nice.  And a pinch of KB. #CubTogether  https://t.co/Vh5wl72jMu,0
494,2182,@RikHavic Best in the biz.,0
495,12226,"Nestor Cortes, at 65 pitches through four, coming back out for BOT 5. Has kept Houston (two hits) completely off balance in this one",0
496,3614,"With today's outing, Tarik Skubal has become the first rookie in #Tigers franchise history to record eight-plus strikeouts in three-straight appearances.   5/19 @ SEA: 9 5/25 vs. CLE: 9 5/30 vs. NYY: 8  (via @EliasSports)  https://t.co/AHcSJkyvRF",0
497,2839,@BobHazlewood it would be fascinating and I wish I could do it just to see,0
498,2751,New addition to family for ex-#Rays @Evan3Longoria and @jaimeedmondson,0
499,9413,Zach Wheeler is through seven shutout innings.   Paddack is at 79 pitches as he starts his half of the seventh.,0
500,1935,Mom of liver transplant recipient Lucas Goeller recalls 'miracle' donation with mom of Nebraska girl who died |  https://t.co/hVDbdn9PVE  https://t.co/p86XyWs2rp,0
501,13558,The Reds placed RHP Art Warren on the 10-day IL (left oblique strain) retroactive to Monday.,1
502,10808,HEYOOOOOOO. #JuntosMiami  https://t.co/XbBSiwsnx0,0
503,1569,"""On Base Jace"" Peterson leads off #Brewers second with a walk.",0
504,9320,"@BraydenHale I mean if they are going to use him in garbage time now and soak up these innings in blowouts, there some decent usage.",0
505,5856,"Jonah Williams and Riley Reiff are expected to be the Bengals starting offensive tackles, but their backups have only started nine combined NFL games.  What is the Bengals plan at backup tackle, and where does rookie D’Ante Smith fit?   https://t.co/L5bNMuqpeL",0
506,11744,@Bdizz17 @blummer27 @JuliaMorales @Chandler_Rome Yes,0
507,14255,Hall of Famers in the @RRExpress clubhouse!,0
508,12353,"Clayton Kershaw’s MRI showed “just inflammation,” Dave Roberts said. He will play catch tomorrow.",1
509,12989,Astros Prospect Stock Report 2021: Volume 3   https://t.co/k07ZL225iK,0
510,1387,"Jayce Tingler on the Padres' 1-5 road trip: ""Just terrible. There's no sugarcoating it.""",0
511,4225,"As the #stlcards continue to hold Tyler O’Neill out of the lineup and with his availability in question, Lars Nootbaar was scratched from the Memphis lineup today.",0
512,9796,#THATSAWINNER 👏👏👏  https://t.co/0FaKdsoL1b,0
513,6035,@kdzwierzynski  https://t.co/9Wo2tooChD,0
514,1524,Joe Ross hitting for himself at 77 pitches in the fifth. The Nationals really could use two more clean innings from him to hide their short bench and shorten the bridge to the back-end relievers. But they also need a lead.,0
515,12084,"Duck, Duck, Goose.  https://t.co/nb8UsamDlg",0
516,4784,Retweet if you think @_JROG_ should keep his mustache. or Retweet if you're a fan of his home run.  https://t.co/AwNUMbIMgb,0
517,3272,Voting ends TODAY!   #VoteTrout &amp; #VoteOhtani until 11am PT ⬇️⬇️⬇️,0
518,1905,@SoothingDave @Hornerfoto1 @NeilWalker18 @TribLIVE @TribSports Billy Conn,0
519,5772,Blake Taylor will have the seventh.,0
520,11648,@3rdandShortt  https://t.co/z1LqftmOqb,0
521,2021,"Yan Gomes, who was hit by a pitch on his right arm last night, tried to throw pregame today and was really sore, per Davey Martinez. Will be interesting to see if he's feeling well enough to play tomorrow night in San Diego.",1
522,4092,@Matt_Peterson_ They're still on their rehab assignments with Sugar Land.,1
523,136,"A steady drizzle, an uncharacteristically cold July day, and the Yankees were no challenge for a Mets team that has sat in first place for exactly eight weeks.   https://t.co/GqS7FDbvgX",0
524,6205,"Well, yes, this here is a fine example too...",0
525,1024,Repost: This week's podcast with @AshleyBastock42  in which we discuss Shane Bieber's injury and the pitching situation before an abstract Progressive Field draft (it ends up being a lot about food because I was so hungry at the time)   https://t.co/sCCiHQV8EO,1
526,2663,"@Freyer_B He can, if he wants to be escorted out of the ballpark.  Throwing a home run ball back is subject to ejection.",0
527,2337,"Buster Posey on being voted an All-Star starter again: ""Earlier in my career if I would have been told that I would be starting an All-Star Game at age 34, I would be pretty happy about that."" He's excited his kids -- almost 10 years old -- will fully remember it this time.",0
528,2335,@unlimited_stick Honestly Smith is already on his way to stardom ... some of the stops he made on Monday night were incredible,0
529,4051,"Shohei Ohtani's night is done after seven innings. No outfield duty tonight either. He's out of the game for good.  Ohtani's final line: 7 ip, 2 runs, 5 hits, 0 walks, 4 strikeouts. His ERA drops to 3.49  Mike Mayers takes over on the mound  5-2 #Angels, T8",0
530,15127,"In a move designed to perhaps boost Hines Ward’s candidacy, Alan Faneca announced in April that his fellow 1998 draft pick will present him at the induction ceremony, which will conclude a weekend in which five Steelers representatives will be feted.    https://t.co/TF5TFRZf9F",0
531,3822,David Dahl hits a two-out RBI double in the fifth inning. Rangers ahead 5-1. That's it for Jose Urena.  Buck Farmer enters.,0
532,4009,"The club is bumping, everybody looks good, and the drinks are flowing ... There is much pain in this world, but not in this ballpark.  #OurCLE  https://t.co/AJniOcs3MT",0
533,1568,Keston Hiura swings through a couple of fastballs down the middle and strikes out after Peterson's opening walk in #Brewers second.,0
534,3144,THAT'S A GOOD ONE  https://t.co/41cPoCJFeh,0
535,7110,"@PaineInTheNeck As mentioned in the story, Naquin told them to continue saying it the way it has been throughout his career.",0
536,512, https://t.co/5CLczb7w8z,0
537,15718,"@ClayTravis C, you tweeted about gross revenue. Now you are shifting to net revenue. You were never talking about profit in your first tweet. Anyone who doesn't blindly follow you sees what you are doing here.",0
538,10630,@DannyDeraney Too strong?,0
539,277,Lance McCullers will return to the Astros’ rotation Tuesday vs. the Rangers. He’s been out since May 22 because of shoulder inflammation.  Dusty Baker said Jake Odorizzi will piggyback with McCullers on Tuesday. Sounds like it'll be a temporary 6-man rotation the following turn.,1
540,6083,Five Cubs with a combined 11 All-Star Game selections. 🤩  https://t.co/iq0lKgoH7i  Reply with a screenshot of your ballot by 12:59 p.m. CDT for a chance to win one of 50 limited-edition @obvious_shirts! Rules:  https://t.co/WdNbiymXlU  https://t.co/LRYaNzEFML,0
541,13475,"Battlebots fans, you’ve asked for season 6….here it is!!!  VEGAS-bound!!!!!!  Ticket info 👇🏼",0
542,8427,63 degrees at first pitch here in Seattle as the Yankees go for a three-game sweep,0
543,7627,#Dodgers Lineup #KershawDay  Betts RF Muncy 2B Turner 3B Bellinger CF Smith C Pujols 1B Lux SS Pollock LF Kershaw P,0
544,9806,"FINAL: Rockies 5, Cardinals 2",0
545,9674,Alex Bregman will hit on the field today,0
546,8073,"Tyler Anderson currently has a 4.39 ERA, 4.39 FIP, 4.37 xFIP, and coming into today, a 4.38 xERA.  There's no point to this tweet. Just wanted to throw that out there.",0
547,8216,@realadpollack Yep! Chapter 1 is Gerrit's arrival. Things are going to shift real quick lol,0
548,11941,"Dylan Moore on the banter after the last out:  ""There was just a little bit of jawing back and forth. There were a couple pitches that they weren't happy about that came close to hitting a couple of their guys.""",0
549,12364,Right-hander Heath Hembree on to pitch for the Reds. Rowdy Tellez will bat for Taylor and make his home debut.,0
550,30,"Roster move: the Mets optioned Albert Almora Jr. to Triple-A Syracuse to clear roster space for Jonathan Villar.  ""Really tough decision for us,"" Luis Rojas said of Almora's demotion.",0
551,14208,#orioles have signed undrafted free agent catcher Logan Michaels from Virginia and right-hander Daniel Federman from Miami,0
552,3534,They do not. Fans are still waiting around in the stands.,0
553,3695,"And Juan Soto is picked off first by Ryan Weathers. Soto wasn't running on the pitch — just was caught leaning, didn't read Weathers's move right and is thrown out.",0
554,2574,Some notes here on Ohtani possibly pitching/hitting in the All-Star game and how that might look.,0
555,1768,@MattKalman Thanks!,0
556,8310,Another Pick Off.,0
557,9472,Cole Tucker is taking some reps at first base during warm ups. Don Kelly was giving him pointers.,0
558,3511,@BradyCharette12 Heard that! Enjoy the game,0
559,6453,I should be there Friday.,0
560,14562,"Hey, @MLB, just a suggestion: The Home Run Derby should always be held at Coors Field.    https://t.co/1KpST7lYlo",0
561,570,"Joe Girardi is asking for Max to be checked during an inning right after a strikeout.   Max is pissed. Keeps saying, “I’ve got nothing!”",0
562,11982,Emerson Hancock is dealing with a shoulder issue that will force him to miss Sunday's Futures Game at Coors Field:   https://t.co/sy54gTFc5L,1
563,4776,Here’s how we line up for the series finale.  https://t.co/Xmz72oz7bh,0
564,9116,Congratulations to Reds prospect Mark Kolozsvary on his selection to @USABaseball Olympics roster! 👏  https://t.co/GQnqbgDxTu,0
565,2657,@CKurtzman Credit Ramirez in making a great grab to start the double play.  Nearly got past him and into the OF.,0
566,3709,@StatmasterSteve The depth outfielders right now are Gerardo Parra and Yadiel Hernandez. I didn't say it was good. But it would be an improvement.,0
567,12756,Tonight’s win gave the Dodgers the best run differential (+139) in baseball.,0
568,7821,"Trevor Larnach blasts a Lance Lynn pitch to center field for a solo homer and chops the Sox lead in half. Despite the Sox seemingly knocking Michael Pineda around Target Field through the first four innings, their lead is 2-1.",0
569,7883,"Rockies walk it off on Alex Reyes, which is a tough pill to swallow on about a thousand different fronts. Cards drop 3 of 4 in Denver.",0
570,13532,still  https://t.co/o5mB4vx4H9,0
571,1226,Ottavino has the 9th. Chapman / Schwindel / Laureano due.,0
572,6253,"Dodgers vs RH Alcántara:  Betts 9, Muncy 3, Beaty 7, Bellinger 8, Smith 2, Taylor 4, Lux 6, McKinstry 5, Urías LHP",0
573,8753,Chad Pinder grounded out to end a 4-3 loss and then appeared to grab for the back of his right leg as he crossed first base.,0
574,12732,Hugs from Tío Albert.  https://t.co/IMI7zNe1dC,0
575,975,Approximate start time: 6:40 PM.   The grounds crew received a round of applause when they started to remove the tarp.,0
576,12354,Wonder if this opens the door for Will Smith to make it to the All-Star game next week.,0
577,9207,RECAP: Salvy sparks #Royals to comeback win over Twins.  #TogetherRoyal,0
578,5946,@Jared77459648 After they trade Graveman,0
579,14031,@seannybaseball No argument here.,0
580,1754,ICYMI: @chadjennings22's oral history on the 20-year anniversary:  https://t.co/SYsrfQgEAs,0
581,12763,Albert Pujols just recorded the most polite out I’ve seen in a while.  https://t.co/HQ9ksQNbm5,0
582,1757,Cora also the Red Sox might be facing Ohtani Wednesday is the Angels’ rotation stays in line.,0
583,2204,"Joey Votto admires how guys like David Ortiz, Chipper Jones, Torii Hunter and Adrian Beltre finished their careers.   “I know that one day I won’t be good enough to play baseball anymore. But as long as I have an opportunity to, I want to keep fighting.""  https://t.co/nPbPstnq6y",0
584,11914,"Following tonight’s game, the Tigers optioned RHP Matt Manning to Triple A Toledo.   Prior to tomorrow’s game, LHP Derek Holland will be reinstated from the 10-day injured list.",1
585,5309,Jose Altuve proves once again he is fast enough to beat out a triple play.,0
586,10363,"- Colin Moran has not resumed hitting yet, but the soreness is decreasing in his hand. - Gregory Polanco's injury called a core/hip injury. He's had the ability to swing, but max speed running was hampering him. - Erik Gonzalez is ahead of track, but w/ oblique, being cautious.",1
587,8386,Bryan Abreu and Joe Smith are warming,0
588,2362,"Yaz is back: Wade Jr. 1B, Yaz RF, Posey C, Dickerson LF, Crawford SS, Flores 3B, Duggar CF, Solano 2B, Cueto RHP",0
589,9541,"George Springer's running, Cavan Biggio and Thomas Hatch get in a game, Steven Matz runs into trouble, the Blue Jays lose, Danny Jansen goes down, and why the Pirates look like a natural trade partner for a club with a lot of needs  https://t.co/ji9sO77yf2",0
590,2947,@MarissaWolff_ ...   https://t.co/reclMxbmXZ,0
591,11491,Head on over to the @SFGiants FB Page to listen to Darin Ruf break down tonight’s W!  https://t.co/I7AGtQ9hfO,0
592,9386,Harper hammers a middle-middle fastball 406 feet to right to start second inning against Darvish.   #Padres lead cut to 2-1.,0
593,1930,"@KG_55VFTG Yes, to June 29.",0
594,15275,"The #Yankees signed 9th round RHP Chandler Champlain for $150,000. Slot value for pick 273 is $152,600. A $2,600 under slot deal.  #MLBDraft",0
595,9202,A perfect night at #TheK.  #TogetherRoyal  https://t.co/XH1di8H8Ak,0
596,10792,Someone make this a mural. #JuntosMiami  https://t.co/q1g4q1SZ1I,0
597,13632,"Thanks, Mark! She actually is. Told me that on Christmas, and I'll carry it with me forever. ❤️",0
598,10413,"Guy who was closing games in Triple-A a week ago throws his sinker 97 and runs a slider off it, huh? Baseball is hard.",0
599,2933,Our lineup for Game 2 of our series vs. the White Sox.  https://t.co/Dclw67TOb4,0
600,9504,"Asked how he'll divvy up playing time going forward between Reese McGuire &amp; Danny Jansen, Blue Jays manager Charlie Montoyo:  ""I see Reese continuing to catch a lot. And then we’ll see where Danny gets in. They’re both going to get a chance, but Reese has done a really good job.""",0
601,14166,He’s our ⭐️   #AllStarGame | #SeaUsRise  https://t.co/yIv6Wv9PZA,0
602,9190,"Salvy with the muscle, Jorge with the hustle.   #TogetherRoyal  https://t.co/ruedOfkHSF",0
603,790,"Fernando Tatis Jr. is an All-Star. Who's going to join him in Denver? These 7 Padres all have cases, some better than others. Sizing up their chances:   https://t.co/oxRYCgVpOm",0
604,9536,"George Springer ""did the same running progression today,"" per Montoyo. ""He ran the bases. He’s going to hit batting practice here in a little bit.""  Montoyo made it sound like a potential rehab assignment wouldn’t begin until after Monday, which is an off-day across the minors.",1
605,1147,"Pérez: 5.1 IP, 2 H, 2 R (1 ER), 1 BB, 3 K.  He'll pitch once more before the break, but for now: 3.89 ERA.",0
606,10104,"@failure2commuc8 twice a day, in fact",0
607,15172,"#Bluejays tell us that Robbie Ray will start tomorrow against Texas, which means he'll have started two games in a row! Hyun-Jin Ryu and Steven Matz will follow.",0
608,14488,"Begging people to remember that the point of the vaccine is to avoid severe disease, which all of the available vaccines are effective at preventing.",0
609,1447,Fernando Tatís Jr. just made a crazy jumping catch to take a single away from Ryan Zimmerman.,0
610,4637,I know teams know Ryan Weathers' pick-off move is really good. But do they?,0
611,15778,The sky has turned green and ominous around Wrigley Field as we await word on the status of tonight's game.  https://t.co/rqU8k1DEFW,0
612,9920,I believe in hope. I believe in believe. #DailyWisdom  https://t.co/9S8IHZ3shB,0
613,7107,Sonny Gray strikes out the side in the 7th inning and here comes the tarp. #Reds lead 3-2 as we head into a rain delay.,0
614,12561,I’m on Nationals coverage for @JessicaCamerato for the next three days 🤟,0
615,10081,The ninth was the first inning in which the White Sox didn't record a hit.,0
616,10106,"Berríos stands on the mound and claps in triumph after his 10th strikeout of the night to cap an easy 1-2-3 inning to finish the 7th. Still only 1 hit allowed. At 106 pitches.  Shoot, just let him pitch the 8th at this point.",0
617,13973,Notre Dame,0
618,8255,"That’s the series against the Brewers following the All-Star break, for what it’s worth.",0
619,12137,@Jaq_Be_Nimble Depends on how you choose to define total offense. Have a preference?,0
620,2492,Still has a no-hitter working.,0
621,15730,"Everyone wants to pitch in Pittsburgh, if we're being honest.",0
622,1921,@PaulMcClain10 I think he’d prefer to play in the Olympics.,0
623,13535,@sethtoups @bubba10k This?  https://t.co/K1gwACrbp3,0
624,69,"Jonathan Villar, who played two rehab games with Triple-A Syracuse, is due to rejoin the Mets today. That leaves only J.D. Davis still absent from the Mets' Opening Day position player mix. (Davis could return this week.)",1
625,15781,Fuck off,0
626,15372,Staggering vaccination gap between Africa and the rest of the world.   -via NYTimes  https://t.co/EbsI3hCsF2,0
627,7195,"Yankees place lefty relievers Zack Britton, Wandy Peralta on the 10-day injured list  https://t.co/beH0Tb4jef via @northjersey",1
628,10596,On in Chicago in an hour. Sox doing well but hurting again. Cubs imploding. @mullyhaugh @670TheScore,0
629,7816,"Engel and Leury making a case to be installed as Sox new 3-4 hitters. They team up for more extra bases, and after his triple, #LeuryLegend is a double away from the cycle.",0
630,14263,"And that was just the first half!  🎶""By Your Side"" by @CalvinHarris ft. @Tom_Grennan  https://t.co/b7lTR1I1fM",0
631,865,"#RedSox officially reinstate Christian Arroyo (right knee) from the 10-day IL and option Michael Chavis to Triple-A Worcester.  Boston reinstates Eduard Bazardo (right lat strain) from the minor league IL, options him to Worcester and places him on the 60-day IL.",1
632,1943,"Vizquel had a 95-game errorless steak, second only in MLB history to Rey Ordonez (101).",0
633,11616,"Per @ShiDavidi, Jays get reliever Trevor Richards and minor leaguer Bowden Francis from the Brewers for Rowdy Tellez.",0
634,9719,It’s a Nestor Cortes Jr. kind of night.  https://t.co/BCO7bdR3Oi,0
635,6727,@GrantBrisbee  https://t.co/vSZwBlXReC,0
636,5031,Liam Hendriks' 22 saves leads the American League and is the seventh-most in White Sox history before the All-Star Break.  https://t.co/xXakpyi4tt,0
637,3093,"""You've been begging for me to talk to you for two, three days, bro."" 😂  Take a look at behind-the-scenes footage of friendly banter between TA7 and Lego Liam. @TimAnderson7 Mic'd Up, presented by @BarillaUS:  https://t.co/B3cza8JNjr",0
638,13379, https://t.co/5THIq1yD3O,0
639,519,How many teams would (or can) pinch hit for their No. 1 and No. 2 hitters back to back? The Rays are such an interesting ballclub.,0
640,8123,"@edware32 Not in top 3, no results provided beyond that",0
641,2648,Sorry if you don't get the reference on the goal horn.  But folks down here are used to it thanks to the #TBLightning,0
642,2190,"Michael Lorenzen could return to the #Reds this weekend, Jeff Hoffman will make another rehab start Wednesday, and more injury updates in today’s notebook.  https://t.co/L3gCfxYUsx",1
643,11419,"@85royal He’s fine, went through full Bp. Just day off after day back",0
644,12851,Buenas noches.  https://t.co/vJlsr9YWlW,0
645,5256,Special guest: @brianmctaggart l. Lots of Astros talk on this one.,0
646,14004,"In today's baseball column, I wrote about Joe Buck not burying the lede, Dave Jauss' star turn, finally eating a Yermínator burger and memories of Randy Wells.   https://t.co/FPO2D6mMOb",0
647,14692,LINEUP TIME   📍 Peoples Natural Gas Field  🆚 @AltoonaCurve 📺  https://t.co/KMT9o948B8 📻  https://t.co/TANattIyf9  #LetsRumble  https://t.co/29bqFLwvRx,0
648,5595,🚨 #Yankees bunt single alert 🚨,0
649,2888,Keeping the winning streak going!  https://t.co/fA8x9keFBc,0
650,3001,"Jace Fry enters in relief, and his first pitch is a wild one, nowhere close, bringing home the Twins' sixth run of the evening.",0
651,7749,@GDubCub they're tracking it now.,0
652,7830,🥳  https://t.co/HNdC41QP4a,0
653,10936,That is a career high 124 pitches for Jordan Lyles tonight,0
654,3749,a crisp 63 degrees at first pitch in the Bronx. Nimmo lines Montgomery's second pitch to right for a leadoff single,0
655,9455,"#Indians have activated Zach Plesac and optioned J.C. Mejia to Columbus.  Plan is for Plesac to throw ""60ish"" pitches tonight.",0
656,3645,The Tigers announced the following roster moves:  *Selected RHP Erasmo Ramírez from Triple A Toledo *Designated RHP Buck Farmer for assignment *Placed C Wilson Ramos on the 10-day injured list with a lumbar spine strain *Recalled C Jake Rogers from Triple A Toledo,1
657,283,@StatmasterSteve  https://t.co/tQBjVHoBuK,0
658,13834,The game I just played for Prince Fielder’s debut is one of the worst gameplays I’ve ever had to endure. Dude hit 4/5 home runs with his PCI an inch off the ball. Almost threw my controller a few times 😂,0
659,11203,Reyes' 3-run homer in 9th ends Indians' 9-game slide   https://t.co/RpiJsssPN8,0
660,14155,"All members of the 2018 and 2019 international classes, none of these players had played in the States.",0
661,11546,Post game interviews are back! @SFGiants @SDugg_9 🙌🏻⚾️  https://t.co/Jc2W5DlJ4C,0
662,5382,"@NYfan57 Diaz didn't blow a save. If he did, he'd have been credited with a blown save regardless of what happened next.",0
663,1547,"Luis Urias snaps his 0-for-18 skid on the trip with a two-out single up the middle in the eighth but Yelich flies out to left and #Brewers still trail the Mets, 4-1.",0
664,86,"@reiner_howard I tweet what happens, when it happens. I'll never understand why people think I have an agenda, which seems to be your implication.",0
665,14946,"“We’re right where we need to be, right in the thick of things,'' manager Kevin Cash says. ""And now let’s go play good baseball again for another half.’'   https://t.co/WvZlMsmcio",0
666,5315,"Greetings from MMP. I'm covering the next three Astros games in place of the dashing (and vacationing) @brianmctaggart. Today was the first day media was allowed on the field pregame, and boy, was it a party. (Not really. But it was sure nice to see everyone.)",0
667,8930,"@PatrickDLyons oh hell it was Rabbit's last season too, huh...",0
668,2687,"Margot expected to be placed on IL by #Rays due to hamstring injury sustained Monday, tho severity not yet known. Brujan would seem to be the likely replacement, tho will be several roster moves with 27th man for doubleheader, opportunity to add extra pitcher, Fleming activation",1
669,7840,Grab some bench.  https://t.co/bCXa5FHrmc,0
670,14189,"The #Marlins have signed 3B Kole Enright, a .245/.321/.364 career MiLB switch hitter. 23, Florida native.  He’s been assigned to @BeloitSnappers.",0
671,13105,Rooting for this or Chris Paul antics 😫😫😫,0
672,12098,A look back at a few of our favorite photos from the @WhiteHouse.  https://t.co/Y7mVPBU4zH,0
673,7445,"@CharlesFracchi1 I guess theoretically you could say ""it wasn't me driving!"" but also I watch Dead to Me so imagine anyone can get away with anything preposterous",0
674,6983,"@dougherty_jesse @adamcgillette It is silly, and for the most part I've been saying it in jest (especially when I first threw it out there on the podcast a couple days ago purely as a means to make a Seinfeld reference).",0
675,9078,"Red, white and sweep the blue! 🧹  Recap ➡️  https://t.co/VUI9LdYFOg Game story ➡️  https://t.co/6A7UzdfJ4F  https://t.co/j331mxJPp2",0
676,5850,Astros records by month:  April: 14-12 May: 15-12 June: 19-9,0
677,1842,@Cardinals11in11 I’m here for the long run,0
678,2995,"A bunt brings home another, the runner at third thanks to a Burr wild pitch. It's 8-5.  ""Panama"" plays.",0
679,9097,Tyler Rake-quin!  https://t.co/yBekdlpmXJ,0
680,4387,"@paul_boye Adam Morgan way, way back. Before he reached the majors. It's a brutal one.",0
681,9062,"Just lettin' the good times roll, man.  https://t.co/hZHdRrd3Gx",0
682,12006,"FINAL: Mariners 5, Rangers 4  Jake Fraley comes through with an RBI single in the 10th to walk this one off in front of no-restrictions crowd for the first time since the pandemic began ... Seattle is five games above .500 for the first time since April 24, when it was 13-8.",0
683,9737,"@RDominick1960 I'm sure managers would, in a vacuum, love to be able to have their best relievers warming/available at all times in case they get the lead. But over the course of a long season, teams can't have their best RPs warming all the time like that. It's wasting too many pitches.",0
684,5259,@dcone36 Blame it on the Rain by Milli Vanilli and nothing else comes close,0
685,8429,Tyler Wade facing Zack Britton in live BP session this morning. Another good step for Britton  https://t.co/CSSMZEQTPw,0
686,404,@SFUnite_N_Cali Yes!,0
687,4693,This aesthetic is not immaculate imo  https://t.co/x9GLQacMsZ,0
688,7961,"104.3 mph off the bat, 439 feet on that dinger.",0
689,7805,"#Indians’ losing streak goes to 9 games, and they were no-hit in Game 2 — only 7 innings, so not an official combined no-hitter.",0
690,3993,"@ashleyecrosby We really need to keep you front and center in the whole ""planning the weather"" process. We'll make a stronger effort to do so moving forward.",0
691,6445,"Modest Brett Anderson says Mets hitters probably felt like they were facing a ""slow pitch softball pitcher"" after facing Woodruff and Burnes in first two games of series",0
692,7124,@DavidCo85147363 things have been slow to get back to normal ... media wasn't allowed in dugouts until today,0
693,95,"Five hitless innings now for Taijuan Walker, who's allowed three baserunners on two walks and an error. Eighty-seven pitches.  Luis Rojas could have an interesting decision in his future. It's hard to see Walker going *too* much longer.  Mets 3, Yankees 0 after five.",0
694,7496,"Posey drives in Slater with two outs in the first, Giants up 1-0.",0
695,13940,"I sincerely wonder if any Covid anti-vaxxer has ever changed their mind and gotten the shots because people on Twitter mocked them. Like, I think if you’re anti-vaxx at this point you’re a lost cause, but I guess if even one person changes their mind, it’s worth it.",0
696,5208,"""The 2021 Diamondbacks Roster"" is going to be a bitch of a Sporcle quiz in a few years.",0
697,2983,"@BentleyScotty @6sports1guy5 @brendanburkeNRT After you tried to get our bank info yesterday, you want to say we're lying?! Wowwwwww",0
698,8958,"Grooved a slider inside and Bader tagged his first career grannie, a 443-foot shazam...",0
699,6285,"Dodgers vs. TBD:  Betts 9, Pujols 3, Muncy 4, Turner 5, Tylor 6, Bellinger 8, Pollock 7, Barnes 2, Reed RHP",0
700,15110,Jimmy Rollins shared this on Instagram from when the Phillies drafted him in the second round of the 1996 MLB Draft.  https://t.co/BCxNXgK6WA,0
701,9837,Blink and you'll miss it!  https://t.co/qsFCWr7VHp,0
702,5506,Garrett Whitlock casually strikes out the side in the 8th. Last chance for the #RedSox facing a 5-4 deficit.,0
703,5210,"If you feel like the baseball gods have decided the Diamondbacks can't have nice things -- Exhibit 3,231: Zac Gallen's latest injury -- it's worth remembering that the baseball gods help those who help themselves.  https://t.co/8gqxe6Gm85",1
704,9557,"Alek Manoah's expected to make his MLB debut tonight for the Blue Jays.  From a year ago — a look at how Manoah, undrafted out of high school, used @PitchingNinja videos to develop a slider and turn himself into a first-round pick  https://t.co/Cyr7KSGsMR",0
705,6332,@stephenjnesbitt huge news for HSM stans,0
706,6333,"Betts did note that his priorities are more on getting the Dodgers bask in first place than getting his numbers back to where they’ve been historically. Said there’s a whole second half to figure some of that out, and he’s felt close at points to being where he’s been in the past",0
707,6515,Luis Urias was 1-for-19 on this trip to Pittsburgh and NY before hitting that leadoff HR vs. deGrom.,0
708,3444,Vote Ronnie and Freddie and Ozzie:  https://t.co/Ds8IOmGROA  https://t.co/cVqm0zRavk,0
709,3692,"@MarkZuckerman Love the push bunt. Love a good front-door sinker, too.",0
710,8591,"""It's a good feeling to be wanted,"" #Marlins manager Don Mattingly said of his mutual option being picked up.",0
