,index,clean,injury_report
648,1522,Finally checked Howards pitch chart last inning andouch httpstcozCaVJSi,0
649,7042,With runner first David Bell pulls Wade Miley pitches two outs seventh Kris Bryant Bryant hit today average lefties Righthanded reliever Art Warren enters game,0
650,13448,n addition Rays notes say Nick Anderson DurhamBulls Thursday Chris Archer go IP pitches FCL Thursday JP Feyereisen Ryan Thompson thrown pitch bullpens today,1
651,8855,BenSchultz timstebbins maddiemlee thekapman Problem No That weeks trade deadline Problem No Brandon Woodruff Problem No Freddy Peralta All else equal point bad one But front office decide month whether agrees possible look good far,0
652,1872,bharrison Hopefully sooner rather later BH,0
653,1642,WadeMileyFan happy birthday America,0
654,7319,Anabilolic Diaz back next weekend,0
655,12858,FlaSmitty Miamisportstats If I want Hoglund Would top injury I take Ford also doubt,1
656,4116,David Ross ejected tonights game Wasnt immediately clear whether arguing home plate umpire Nic Lentz,0
657,5142,Gerardo Parra walks Yadiel Hernandez rips pinchhit single Nationals runners first third outs seventh Who safety squeeze coming,0
658,1008,He also unsurprisingly excited Red Sox first inning Cole,0
659,11044,Alex Reyes years injury frustration represent stlcards AllStar Game first time Well deserved long time coming,1
660,13430,Cleveland Prospect Tyler Freeman Undergoes SeasonEnding Shoulder Surgery httpstcoONggcbIB httpstcoDJMzcG,1
661,3980,Two play Cameron Smith Hell looking finish well Follow progress httpstcoxYYzAFs TheOpen httpstcoCijhgvjMdC,0
662,732,As load bases outs sixth come away gametying run scored wild pitch Ramón Laureano thrown home potential go ahead run So,0
663,1513,Its fifth inning seveninning game Astros prospect Pedro León yet get,0
664,6919,margfarrell nonexistent,0
665,8932,without IL move Nootbaar Saturday days yet,0
666,8059,Zack Short makes two exceptional plays sixth inning He took away singles Nate Lowe Joey Gallo Thats good defense people,0
667,13452,Yankees Clint Frazier begins rehab assignment Tampa httpstcoKvfaJJvxo httpstcoohGIsh,1
668,9544,I never met TBA personally Brandon Hyde referred friend I assume close,0
669,12376,Brandon Nimmo sore shoulder Mets think serious issue httpstcoGmmhVqiIm timbhealey httpstcosIdlsaTi,1
670,2378,Alex Cora said Stassi Fletcher obvious problems Eovaldi Otherwise felt like starter performed reasonably well good stuff It happened fast Three pitches scored one Then Stassi big swing RedSox,0
671,4787,Yonathan Daza tripled run Daniel Bard shut ninth Monday Rockies returned home victory Pirates Coors Field,0
672,926,love big fuckin dongs,0
673,1968,Marlins GM Kim Ng says last Fridays HBP gamefallout history I take step The fact MLB suspend Pablo López tells need know intent pitch,0
674,8287,O Neill back WainoCueto game STLCards httpstcothzFZfXub,0
675,14015,Kenta Maeda Undergoes Tommy John Surgery httpstcoJmHUE httpstcoFddEazyAr,1
676,8806,Guerrero hit ball mph The MLB leaderboard balls play mph season Giancarlo Stanton Vladimir Guerrero Jr Aaron Judge Pete Alonso Nelson Cruz Shohei Ohtani httpstcoGnxmeft,0
677,2457,The hitters todays Pirates lineup consists three players designated assignment midseason And going based eight players Derek Shelton chosen start today probably batting right spots lineup,0
678,13161,Atlanta Braves secondround draft pick Spencer Schwellenbach reportedly needs undergo Tommy John surgery httpstcokFADLPL,1
679,1594,Negatives lost Royals despite multiple leads really clue handle tomorrows bullpen game Positive game,0
680,1235,Dodgers prospect Andre Jackson sitting Futures Game right got No overall pick Spencer Torkelson ground,0
681,10665,Following nice eightpitch walk Billy McKinney loaded bases outs Tomas Nido rips RBI single right field first game back IL Mets cut deficit fourth Bases still loaded outs,1
682,2889,FINAL Mets Yankees,0
683,6271,GaleMorrisonEd tomhouse South Dakota,0
684,10551,ChandlerRome looking forward coverage coors,0
685,9299,phone storage full phone storage question httpstcozDNuzqZ,0
686,3080,The Orioles swept Astros httpstcoRKejbuRsI,0
687,4192,Cubs win first game AllStar break httpstcoxmpXfhlE,0
688,12353,I wrote Price possibility return rotation todays fangraphs piece Clayton Kershaws injury Trevor Bauers nowextended leave httpstcoVPTyCtNH,1
689,11439,BlueJays No prospect Nate Pearson right groin strain team tells us Just starting straighten things AAA back IL,1
690,11834,frenchfrym isRasistIdiot resting injured hand keeping throwing arm shape,1
691,12533,Sounders center back Nouhou expected travel club road match Minnesota United Sunday Nouhou appeared match nearly two months suffering adductor injury international play Cameroon httpstcoiXpOlEOmR,1
692,7474,Yacksel Rios eighthinning setup role Red Sox flexing,0
693,8570,cdotharrison failed,0
694,11139,Prior today series finale Minnesota Chicago White Sox reinstated outfielder Adam Engel day injured list designated outfielder Adam Eaton assignment,1
695,7459,I see everyone A Normal One tonight,0
696,5497,Alex Wood join us tonight pm AMLASports DodgersOnDeck Dodgers Giants httpstcocMlhNYgjc,0
697,13499,UPDATE OF Corey Dickerson removed tonights game precaution lower back tightness,1
698,2062,The Rockies tied game RBI groundout seventh Its,0
699,11906,Acuña feet walked steps pronounced limp led field three Braves trainers Then stopped halfway dugout unable walk Teammates trainers surrounded Hes going carted field,1
700,4054,Logan Webb opens postgame thoughts condolences Tidrow family says Dick Tidrow big part I today,0
701,3678,From bypaulklee The difference Colorado Rockies home vs road simply astounding httpstcofPkORegt via csgazette,0
702,2402,New addition family exRays EvanLongoria jaimeedmondson,0
703,7994,As Brewers taking two college CFs first round consecutive years Blankmeyer said Youve got go baseball players talent tools makeup If get enough guys time going compound going get lot bigleaguers,0
704,10827,TheVirk No never midJuly said mid summer At point looking like mid August If goes rehab assignment next week throws five starts could ready earlymid August,1
705,5380,Trey Mancini doubles RF outs st inning Was two doubles home run strikeouts since homering twice June orioles,0
706,7187,kyler Look came Look,0
707,7617,Marlins even series win Joe Panik homers reaches three times debut Seventh time Miami scored doubledigit runs Bullpen gives one run four hits one walk six innings,0
708,8989,RIP Dick Tidrow huge influence anyone uniform SFGiants three World Series titles The former MLB pitcher brilliant talent evaluator Brian Sabean A true legend,0
709,1041,BenchWarmerView Yeah lol seeing live sure I ever seen ball hit harder Story hit one Coors like Giants comp Slater,0
710,13169,Two Braves pitchers making rehab appearances TripleA Gwinnett next couple days,1
711,8277,Cristian Javier warming,0
712,4466,Danny Mendick provides little extra insurance Sox driving Goodwin base hit make seventh,0
713,1973,Mike Mayers nice job escaping jam Allowed earned run Rengifo M Its still Angels,0
714,12487,Most players may COVID positive vaccinated Brian Cashman says Not,1
715,8514,Another new episode Spin Rate I talked rileybreck Angels bad Blue Jays exciting new record upcoming tour Thrice He best dude online great chat httpstcoHmlcftYxk,0
716,13763,Jaguars place Josh Allen COVID list httpstcoiPwbQUKfk,1
717,9632,Cora All around probably best series played season,0
718,10547,Incoming hug Tío Albert httpstcoFgzqkpMjIs,0
719,11191,Asked target date could get back Alex Bregman quipped hopefully sell Albuquerque Sugar Land plays Albuquerque July Bregman said pushing anything Whenever I healthy return I return,1
720,3255,Goahead threerun home run Adam Engel Tyler Wells th White Sox Orioles,0
721,5321,Whether looking highlevel strategy narrative cooperation simply something beautiful see touch games earned heavy rotation game think love httpstcokeqocOUlx,0
722,10694,A bruised right thumb Martínez occurred sometime last AB He currently day day,1
723,13397,Aaron Boone yesterday said concerned Torres thumb Today Torres lands IL,1
724,8441,Oh Real good Real real real real good,0
725,11461,More Hyde John Means throw innings tomorrow Aberdeen Bruce Zimmermanns recovery timeline pushed back week two César Valdez could activated tomorrow early next week Despite struggles Keegan Akin remains rotation,1
726,5652,Ronald Acuna Jr double Freddie Freeman tworun homer David Hess Just like Marlins Braves fifth,0
727,13262,Ryan Mountcastle removed evaluation per concussion protocols Orioles said,1
728,12352,JasonTorkelson MillerStrib Tonight second rehab game,1
729,171,How anyone confused professional athletes lifting weights,0
730,2632,MarcusMayeDay nobody made fake account,0
731,9031,We talking Marcelo Mayer Red Sox decision makers shortly quick primer Mayer httpstcofKiBPzTV,0
732,6373,Konner Wade cleared waivers Outrighted Norfolk orioles,0
733,3739,Also seeing today Shohei Ohtanis th birthday sharing one time httpstcoPAJbnhAZ,0
734,4563,Adam Frazier potential trade target White Sox hits Giolitos changeup feet RF homer Pirates lead third If join em beat em,0
735,7007,Dodgers LHP David Price three scoreless innings escaping twoon oneout jam third striking David Peralta getting Asdrubal Cabrera ground second Price thrown seasonhigh pitches strikes No score,0
736,3441,LUUUUUUUUKEs first hit Game LLVIII httpstcoWLyFopeym,0
737,1133,Gerrit Cole coming ninth Makes sense since Gary Sanchez hit Kyle Higashioka,0
738,7082,Our Nonprofit Partner Game RedCrossNorCal The American Red Cross Bay Area Chapter provides relief affected disasters empowers individuals prepare respond recover emergencies httpstcoIIuAhqETCz kpnorcal httpstcotkjEQlq,0
739,13682,Darin Ruf important roleplatoon player us He worth WAR That rd OF assist reason see much PT playing B mainly due injury ersfans JurassicJoe WilIBednar,1
740,3741,Ben Cherington talked today pick Sunday aggressive bringing much talent possibly evaluating amateur pitchers using sticky stuff trade deadline Guess link httpstcoPtOIKlBhZ httpstcoFxvsehmLw,0
741,9276,AngelsRants HalosMatt gone never forgotten,0
742,839,IIAMS,0
743,10086,Four pitches game As three hits run Matt Olsons RBI As,0
744,2675,Yankees change tune return Houston another boost Nestor Cortes httpstcoAEshmIWbgz via northjersey,0
745,299,THATS A SERIES WIN httpstcoXmyZpWOsw,0
746,9657,Cuban says jjbareapr job Mavs whenever wants one Coach coaching community relations etc,0
747,9813,Marlins Phillies It took hours minutes It rained There much else say The Phillies,0
748,8355,NastyHalos ignite ring,0
749,986,Robert Stock pitched majors year Cubs On June pitched Mets Citi Field line IP H R ER BB K ERA Six days later Chicago put waivers course Mets claimed First MLB start since,0
750,12022,Matt Andriese going injured list Sox describe right hamstring injury Corresponding move TBA,1
751,12230,Eduardo Rodriguez IL Tanner Houck start Saturday Red Sox expect ERod ready rejoin rotation next weekend BAL,1
752,853,Maddon confirmed would Ohtanis last pitching start All Star break,0
753,7854,Trevor Bauer Padres They absolutely kicked ass intensity standpoint They came play,0
754,12260,The Cardinals activated Kodi Whitley IL earlier today optioned TripleA Memphis according teams transaction log Thats big news Now onto draft,1
755,13435,Grandal knee begin rehab assignment Wed httpstcohcKfiaZxy,1
756,11581,We signed RHP Luis García freeagent contract RHP Johan Oviedo optioned Memphis AAA To make room García player roster Carlos Martínez right thumb sprain transferred day IL García wear number,1
757,10837,Phillip Evans B Ben Gamel LF Jared Oliva RF Ka ai Tom goes day IL httpstcoxLObnlFj,1
758,2719,BWilliamsonNFL That awesome Bill Hearty congrats man,0
759,11618,Roansy Contreras diagnose forearm muscle strain encouraging long term per Tomczyk Plans resume playing catch weeks Oneil Cruzs strain little bit milder Projection weeks return full baseball activities,1
760,11815,Mike Tauchman made nice catch rob Walker Buehler right field getting slowly Hes checked trainer,1
761,6232,Patrick Kivlehan epchihuahuas Team USA,0
762,4888,About hour half first pitch Angels Red Sox I would like cordially welcome Kris Bryant Cubs Francisco Lindor Indians left field rail Anaheim,0
763,5669,Detroit Tigers lineup today Texas Rangers Akil Baddoo CF Jonathan Schoop B Robbie Grossman LF Eric Haase DH Jeimer Candelario B Nomar Mazara RF Zack Short SS Harold Castro B Jake Rogers C Casey Mize RHP,0
764,8075,Angels GM Perry Minasian said believe seller buyer tag But said believes realistic contention add pieces Trade Deadline Also opposed acquiring rental player,0
765,9774,Dodgers Austin Barnes third catchers interference call past five games Counts error LAD made errors road trip,0
766,13996,GM James Click Jason Castro day Injured List right knee discomfort At point returned Houston get scan talk doctors see It knee surgically repaired times httpstcodZhJZtVZ,1
767,4885,A fun thing Fernando Tatis Jrs dad owned Ryan Weathers dad Tatis Sr David Weathers,0
768,868,Tonight Daz Camerons first career game Astros team drafted th overall He played minors Kyle Tucker Myles Straw among current Astros,0
769,7811,michaelsclair Me watching First AngloDutch War,0
770,11441,George Springer play CF TripleA today The Bisons day tomorrow Atkins says BlueJays make decision whether add extend rehab assignment,1
771,3629,thecrowesnest JD Martinez Swing Contact Full breakdowns thanks friends FanGraphs follow glossary provided httpstcoTAcXTfF,0
772,9790,Spurs obvious bet,0
773,13319,j MoneyapolisJW LaVelleNeal The team said Buxton missing playoff game becasue lingering concussion symptoms thatthe team said feeling big big difference,1
774,9649,Cubs Arrieta last GS concern nearing end career No Not even close This sucks Really But I going hang head The stuff good I still lot left tank question,0
775,1782,A threedouble day Trent Grisham twohole,0
776,8608,That said,0
777,2258,Cubs closer Craig Kimbrel earns eighth AllStar selection Only pitchers history Hall Famers Among Mariano Rivera Goose Gossage relievers Gossage earned one starter,0
778,14068,Zack Britton placed day DL likely needs bone chips removed elbow,1
779,12923,This definitely looked like something I told nothing Sore hip Cannon Tight hamstring Wilson Unclear Castellanos apparently trade,1
780,7390,Hyun Jin Ryu missing bit throw mph bit lot BlueJays,0
781,0,I love makeup Washington Football Team The collection McLaurin Samuel Gibson dangerous trio Dyami Brown carve role well They best DL NFL amp elite defense whole I see win ceiling,0
782,7032,briancgrubb I want stress HELL S KITCHEN except every episode ends Magic opposite Gordon Ramsay loving food matter,0
783,12665,Jesus Sanchez IL,1
784,7199,JDDavis three homers last four games SyracuseMets httpstcoJexdNt,0
785,445,As expected Dave Martinez confirms Jon Lester start tomorrow Other notes Just rest day Victor Robles diving around OF recent games Andrew Stevenson like stays Red Wings break Eyeing postbreak return Alex Avila,0
786,4088,That good Parra could track Muncys deep drive center slammed wall ball fell Two runs score Its Davey bring another reliever th,0
787,14166,Hunter Harvey made another rehab appearance TripleA Norfolk today Game doubleheader allowed runs hits inning walk strikeout home run In Toronto Marcus Semien HR gives Jays lead orioles st,1
788,6587,DocDonDJ I respect correction,0
789,2076,Round Phils httpstcoQRZyceSIk,0
790,12784,DiariesBolt NolanWritinFS Huff majors last year amp would probably already year injury Camp athletic enough play outfield amp Lowe going anywhere B given gave offseason I like Camp I sure fits TEX,1
791,5935,As good DevinBooker good emerging superstar NBA makes questionable decisions lucky still game thanks officials calling sixth foul SunsvsBucks,0
792,4299,BrettBibbinsKSR I seen India take practice reps shortstop unlike players roster,0
793,7258,Winner AvsGolden Knights get winner JetsCanadiens,0
794,2676,twitter feed heavy goats amp Carrickfergus lately reminded httpstcoBmOyyLe usually I would take sthing like amp put Sean Duffy novel happened opposite mothers house amp I know goat amp involved proved tricky,0
795,9911,Fans go wild Cease strikes Donaldson end top third Looked like Cease might nodding crowd bit walked mound That could anything course But Hawkeroo said circumstances,0
796,11010,Big pregame injury news Nationals Erick Fedde Kyle Finnegan activated IL Kyle Lobstein Ryne Harper optioned AAA,1
797,10647,Before Estradas tapper Giants put six balls play Lester drilled Exit velos Slater Yastrzemski Ruf Solano Crawford Bart,0
798,13062,There lots updates Brewers injuries roster moves story yesterday today Sal Romano joining active roster httpstcoaHGJYQMwy,1
799,6437,thebastards By narrative I assume mean effing joke,0
800,7971,FINAL Marlins Braves Pablo Lopez makes MLB history striking first nine batters faced Jesus Aguilar RBI Miami finishes record AllStar Break Time game A Miami httpstcoXTXnNTNhR,0
801,6822,TakesWereMade Will dance,0
802,12881,It would appear people excited catch Chris Sales rehab start,1
803,2524,Final score one apparently lost count Kohl StewartEric Sogard Era epic,0
804,7911,Matt Barnes agreed twoyear extension RedSox Club option third year could keep Boston season,0
805,6010,Patrick Sandovals day giving infield single walk begin sixth He exits pitches Aaron Slegers takes outs Angels T,0
806,11368,Trevor Williams Rex Brothers warming More Williams return IL httpstcowgrtdhYG,1
807,4786,Man need one The Pirates got back win column behind Tyler Anderson different cutter looks Guess link httpstcoPtOIKlBhZ httpstcouGUxBnH,0
808,9042,On day Don Mattingly got mutual option picked Marlins playing Dodgers old gig blasted good u loanDepot park,0
809,11933,New possible seller could boost pitching market While Indians try thread needle compete rivals say open trading big leaguers Could include stars Civale Plesac Karinchak even Bieber tho IL stays AC SB may complicating factor,1
810,4536,UPDATED LINEUP B Merrifield RF Soler DH Santana C Perez B Dozier B O Hearn LF Olivares CF Taylor SS Alberto,0
811,645,AlexJStumpf MikeDPersak I constant prayer two smh,0
812,410,LA County Require Masks Indoors Again Starting Saturday httpstcorTCexudEOq,0
813,7504,The Cubs today CubTogether Vegas httpstcoJFdTqYDy,0
814,1626,FinneyBlake ajflax Yeah I saw two hands around chest Definitely windmill wave sometimes subtle point Didnt think,0
815,3562,MattPelzer My guess Witt would rd time shifting SS Mondesi resting injured,0
816,12068,From yesterday Gerrit Coles game ages httpstcoCukpkc Jose Altuve reaching years service time httpstcomSqQaa All four Astros AllStars opt httpstcolakPUEkSL On Zack Greinkes shoulder soreness httpstcopLgiuSxCz,1
817,3815,Let break away Sterling stuff second game wanted get full seven innings Gerrit Cole He could get fourth,0
818,6015,mtmeyers For,0
819,950,And Santander gets stranded second homering Or doubling I suppose There outs And Santander never got leave second Not good T,0
820,5648,Surprising Mookie Betts second base Dodgers Giants,0
821,8927,Top pitching prospect,0
822,948,Small gifts baseball gods let know still care CubTogether httpstcoFyPMCufe,0
823,6932,Make Toledo Riley Greene comes score Kody Clemens sacrifice fly httpstcoLIACVjbii,0
824,13806,Noah Syndergaard expected start minorleague rehab assignment week Mets notes httpstcoUcrOLIiv,1
825,10929,Sox say bruised right hand Moncada evaluated,1
826,5216,Everyone say hello amp welcome Jarren Duran httpstcoImaWxPSZ,0
827,7162,I know offered men rhythmic gymnastics compete,0
828,6955,Heres look Angels sent former top prospect Griffin Canning back TripleA team wants level Everybody earn right Link httpstcoETUNjABup httpstcoMnvIoYCdbD,0
829,7264,Adam Frazier gets rare day Erik Gonzalez leading playing shortstop Kevin Newman plays second base httpstcokQteSGCPds,0
830,6568,Look stopped TogetherRoyal httpstcogzuomylht,0
831,245,BFMDpodcast httpstcohHWZbCgaZM,0
832,1440,JohnnyJStrawser,0
833,4626,Agreed good good times belowaverage hitter times Not given back especially pick second half,0
834,10015,aalonsoftw window I need sleep aisle I,0
835,13905,Louisvilles Mason Faulkner ankle still cleared basketball related activities per Chris Mack Transfer Western Carolina Mack Faulkner A couple weeks,1
836,13673,Yanks Cole Ks win following bout COVID httpstcouPFGL Yankees httpstcorsRJwGn,1
837,974,A month ago Manny Machado good season maybe AllStarcaliber good Now Yeah Machado needed AllStar And httpstcoOONCCdAI,0
838,2577,ross Well see,0
839,13954,Clappedterrito Some kind injury,1
840,37,Sneaky sneaky httpstcouoVXYNcdD,0
841,4731,JGoldberg BrandonNWile Possible another piece involved maybe minor leaguer,0
842,1708,WayneRandazzo AnthonyDiComo httpstcoQnAjKVS,0
843,6545,Ray eightpitch third inning get bats back plate BlueJays Rays End,0
844,797,Astros come short series finale As httpstcoJfPJBkde,0
845,12842,From Cubs Kris Bryant left tonights game right hamstring fatigue,1
846,5892,Rangers unable get series win They drop finale As,0
847,5282,mosportsfanjake Maybe keep heads swivel get picked third base,0
848,13529,Updated Detroit Tigers rosterdepth chart Niko Goodrum strained groin placed Day IL Jacob Robson contract purchased httpstcoyxrYVNL Robson Thursdays lineup vsLHP He slashing PAs AAA DetroitRoots httpstconZWnrNfx,1
849,5837,Corey Oswalt Mets No candidate start Game today per Luis Rojas Tropeano provide length bullpen needed,0
850,7530,Trevor Williams returns rotation series finale CubTogether httpstcoostVhLY,0
851,4627,Dusty Baker Aaron Judge pulling jersey closed HR last night I noticed That wrong That homeboy That wrong Hey man people want He one biggest baddest dudes,0
852,4225,meechone TheWizWit ACTUALLY Eric Snow true MVP Sixers energy,0
853,8697,DustinNosler maybe cornering market good catchers,0
854,10605,Final line Tigers RHP Jose Urena IP H ER BB K pitches strikes Urenas past six starts ERA walks strikeouts,0
855,9946,Kentuckinnati Second foul ball year press box,0
856,1560,Tommy Hutton The best,0
857,10241,Cole pitches Per ESPNStatsInfo pitches thrown regular season game done twice career high game regular season playoffs,0
858,12572,Flyersguru SeanWil DryIsland The cap hit fine The term trade somewhat lower cap hit min night Dman The injury risk legit concern recall Desjardins got banged multiple years Flyer still teams best D,1
859,4516,Also I know Frank Robinson one great hitters team history I realize got hit many pitches Again seasons Reds player hit times Frank Robinson responsible six,0
860,7439,I even know I watching last two nights Richards throwing curveballs Nobody spinning ball A million runs Atlanta,0
861,10630,LUUUUUUUKKKEEEE triples two Poosh Em Up Tony Rizzo sac flies home Start,0
862,1794,Overcast Seattle dry And even rain ingenious movable roof Incredible place opened teams built new ballparks attempt duplicate httpstcoIIrSS,0
863,9386,atlhoe Hopefully driving tonight,0
864,8303,Today baltimoresun cover Story Trey Mancini shared cancer battle former Notre Dame teammate Ricky Palmer httpstcohTZnmwH httpstcomhQgrdayBv,0
865,3985,Joey Bart singles home run Its getting brutal Nationals trail,0
866,9149,A trade short transactional cycle,0
867,5549,Kittredge Rays th,0
868,6359,The US military gone How Afghans going get Afghanistan httpstcohyWhemhzqh,0
869,12958,Alex Cobb came start th left mound trainer without throwing pitch Steve Cishek entering Angels,1
870,3459,RedSox mgr Alex Cora said Chris Sale tossed innings Fla today pitches hit mph radarsat Said game felt good game felt good game felt good His next start Tuesday PortlandSeaDogs redsox wbz httpstcoPkWkrdnKtl,0
871,609,One oh moments HowardBeck goes inside block helped Bucks win pivotal Game httpstcogeSPxdHc httpstcoEkrxKBFH,0
872,8066,AstrosYankees probables Minute Maid Park Tomorrow Jake Odorizzi vs TBA Saturday Zack Greinke vs Gerrit Cole Sunday Framber Valdez vs Jameson Taillon,0
873,13984,Tony La Russa says Carlos Rodón come injured list start Sox tomorrow series finale Toronto,1
874,1621,MarkZuckerman Love push bunt Love good frontdoor sinker,0
875,10574,LOOK OUT I going scoring lot making lot players helping offense way Minnesota Vikings tight end Irv Smith BIG expectations season httpstcoCLkcUAwZ,0
876,2242,Freddie Freeman HR,0
877,3681,Yankees take Trey Sweeney SS Eastern Illinois st round draft pick th overall Fourth straight year Yanks take position player first,0
878,9326,travisinLB DodgersDigest He Raley fell Top really He still Top guy shine,0
879,12697,Heres Cashman Boone yesterdays presser Yankees COVID outbreak httpstcoigqxcrLy,1
880,8166,HOV said This might return throne DONDA httpstcoRLkNJxgub,0
881,12683,A double dose bad injury news Marlins httpstcoGPbfoYd httpstcosUHenDIpLv,1
882,11934,MLB announces new AllStars replace several bowed due injuriesetc Newly named SS Tim Anderson SP Chris Bassitt B Whit Merrifield INF Joey Wendle SP Walker Buehler C Yadier Molina SP Freddy Peralta SP Max Scherzer B Justin Turner SP Taijuan Walker,1
883,13805,Logan Shore another gem last night Toledo In starts since returning rehab assignment Shore posted IP ER ERA H BB WHIP K BB,1
884,6209,Me end career,0
885,10325,moving LA becoming Dodgers fan girl,0
886,3600,Mike Yastrzemski said zero clue Cardinals signs noticed kept changing second So kept messing got ta sell sometimes It worked Oviedo yelling He got head,0
887,10376,Bridgestone Senior Players Championship Tee times Live Round updates httpstcoUwhcdIspm via beaconjournal,0
888,761,Tie ballgame courtesy LieutenantDans ForTheA httpstcoKidjjDVS,0
889,13212,Alex Singleton activated Covid list,1
890,8626,I lived NYC years I NEVER seen weather forecast like going going changing every minutes Two hours ago chance rain basically day httpstcoKqtQMk,0
891,8148,StevenMacri If deemed close contact vaccinated sit If close contact vaccinated play,0
892,10454,LONGEST LOSING STREAKS IN CUBS HISTORY present CURRENT First games season Finished winning record,0
893,3069,Vladimir Guerrero Jr brilliant baserunning play scoring first Randal Grichuks double Weve got entertaining game Mariners lead BlueJays live YouTube Join us MLBNetwork YouTubeTV MLB,0
894,6930,Stephen Vogt turned Tony Gonsolin fastball It T,0
895,7121,st pick finally announced pirates take Louisville C Henry Davis orioles definitely liked Shocker No,0
896,12122,The Dodgers seem targeting upcoming Giants series July return time Corey Seager Clayton Kershaw Jimmy Nelson But force things httpstcobDzFgNymz,1
897,14043,pejvahdat When asked Solano case could considered breakthrough Kapler said I know right move say anything beyond I said far,1
898,10273,LOLKNBRHosts Statcast corrected said went,0
899,11768,Quietly Ramon Urias played well filling shortstop injured Freddy Galvis He spanked fourth homer year Orioles White Sox Bottom,1
900,4076,Dominguez singled Videos everything coming soon,0
901,3554,Umm Just trying make point somehow eluded many people,0
902,10183,When walk ballpark matter many times walk ballpark magic CubTogether After season unlike experience like Wrigley Field welcomed fans back capacity httpstcoHiRonNIOVC httpstcoHFxkAsVX,0
903,2251,Meanwhile Colorado BrennenDavis foot blast extend NL lead httpstcoOMNeHGMEs,0
904,2012,giantsfan Anthony Rendon made MLB debut Not sure starsburg guy either,0
905,12846,Senzel Sims begin rehab assignments Louisville next week Bell said reds,1
906,6564,RHP Reiss Knehr called DoubleA start tonight Padres,0
907,4286,New series Mets httpstcoyHnBYPnWx,0
908,3119,I play They teach anymore days In today Padres Daily Oldschool Manny AllStar Pham Walking Tatis Plus tidbits httpstcolSKOYhUhlp,0
909,775,heavy blinking,0
910,8902,At least twice day,0
911,5792,Eddie Olczyk Jason Sudeikis seventh inning stretch,0
912,9867,Here comes BOOM Vote Nolan httpstcotFtpyWU httpstcoNvJILOmt,0
913,7713,Indians recalled INF Owen Miller TripleA Columbus He batted first stint Cleveland,0
914,11792,Aaron Boone says testing turned normal Clint Frazier dizziness Will continue additional testing week Boone said Yankees believe current issues related concussion,1
915,9547,Phillies Marlins Vince Velasquez pitched seven scoreless innings The bullpen allowed three runs made total adventure The Phillies,0
916,12268,Tony La Russa says Yasmani Grandal much improved Theyll see feels tomorrow He hurt calf running first home last night If needed Danny Mendick emergency catcher Seby Zavala Detroit taxi squad,1
917,8420,The best thing Kevin Love Cavs play play well summer Team USA He needs prove stay healthy still elite player And could heighten interest possible trade Win Win,0
918,5828,Cubs manager David Ross th straight loss We playing bad baseball We little short right Cubs LF Joc Pederson th straight loss We playing great baseball right It pretty frustrating,0
919,10894,Mike Tauchman game twisting catch Walker Buehler early Darin Ruf first LaMonte Wade Jr goes right field,1
920,12658,A reminder teams explicitly announce reason IL stint COVID related whether positive test close contact vaccine reaction etc,1
921,11986,Perry Minasian offer timeline Mike Trout starting rehab assignment,1
922,7681,aew I,0
923,13662,Bergman saying whole time way make sure run injured quad hit homers,1
924,2697,Yankees outhit getting blasted Mets afternoon Stadium Only Michael King kept much much worse,0
925,8087,Shohei Ohtani hits home run No season Went dead center well bushes feet,0
926,4139,Rick League controls response domestic violence sexual assault issues per collectively bargained agreement players union,0
927,7955,Freddie greatest dude ever proof,0
928,3307,Lets bounce back tonight DetroitRoots httpstcousABDKt,0
929,10221,Luis Urias trip Pittsburgh NY hitting leadoff HR vs deGrom,0
930,4169,Danny Duffy heads mound open fourgame set Cleveland TogetherRoyal httpstcoHwkPAwYV,0
931,10906,Eddie Rosario came game right side tightness Rays Indians,1
932,8280,kingkaufman Not looking die hill Its routinely called automatic double Official scorer example,0
933,10197,Twentyeight got nothing fan yells Leury Garcia swings send Tarik Skubal pitch feet LF goahead tworun HR White Sox take lead,0
934,13370,So unfortunate conservative good reason The stuff upset stall tactics Robel Yulis IL call healthy rest guys available late PH duty day acquiring another depth bat deadline etc Not,1
935,8046,JB Wendelken throws one pitch escape jam Frankie Montas finishes runs K BB innings,0
936,9602,Hosmer swings rain threerun double open lead,0
937,12775,According math Mets placed different players injured list season total separate IL stints JD Davis Jacob deGrom twice,1
938,1215,hgnorris Thats kind Heather I got laugh one Everyone preferences I guess Thanks always following along,0
939,4907,New Oriole B Kelvin Gutierrez hops He sprang field tall chopper Adam Engel get Jorge Lopez third Lopez allow White Sox tie things earlier inning Orioles White Sox Mid,0
940,10655,Crazy play Francona tossed Bad base running Awful base running,0
941,4461,Poll Will Lavar Ball successful new JBA basketball league Lavarbigballer,0
942,12906,Yankees seven positive Covid cases according Aaron Boone All staff members none players Six seven asymptomatic,1
943,7620,Today Rays mascot races wild bull bullies RaysRaymond RaysDJKitty start Raymond takes tape front flip win nose,0
944,5441,ABREG Tweet Can wait get Bregs back Stud,0
945,2839,Thats good Eaton httpstcoNDMPjwjQ,0
946,9260,So go extra innings Citi Field used call majors eighth inning,0
947,11107,Wisdom hit left handwrist Woodruffs pitch In pretty serious pain convo Rosstrainer stays game,1
948,3853,Tepid applause Jake Arrieta leaves mound Wrigley Field getting five outs pitches,0
949,11084,A place Mitch Moreland injured list No disclosed reason Stephen Piscotty reinstated IL,1
