,injury_report,tweet
446,0,@dgoold @judahbrody @zachsilver @katiewoo @stltoday How dare you.   😂
447,1,"Mike Shildt says the HBP to Tyler O'Neill hit him in the right pinky and will continue testing tomorrow. They are optimstic, but will know more tomorrow. #STLCards"
448,0,"The Cardinals score six runs in the tenth, all on two outs, and storm to a 9-3 win over the Rockies in ten innings. Harrison Bader started the postgame fireworks show a little prematurely, but I'm sure nobody on the Cardinals minded."
449,0,"Per Cardinals PR, Harrison Bader's extra-inning grand slam is St. Louis' first since Paul Goldschmidt launched one into the Allegheny River in Pittsburgh on July 22, 2019."
450,0,This call is almost as grand as the swing.
451,0,Bader's first career grand slam puts the Cardinals up big time.   Welcome back.
452,0,Oh wow.   Harrison Bader's grand slam might have just landed in St. Louis.
453,0,"Moments after a ""Let's go Yadi"" chant breaks out *at Coors Field* he shoots a single up the middle to score Carlson.   And, bc you're prob gonna need more than one in these extra-inning situations, Tommy Edman tacks on another one with a single of his own.   Cardinals up, 5-3."
454,0,"Not-so-free baseball.  To the tenth we go. Carlson will represent the runner at second base.   Goldschmidt, Arenado, Sosa due up."
455,0,@MADinSTL Great point!
456,0,"You can turn your TV's back on.   Down to the Cardinals' final strike, José Rondón rips a game-tying pinch-hit single. Huge moment for an offense that has lacked that ""big hit"" for a while now."
457,0,Well if that wasn't the most symbolic play of the Cardinals offense this last month idk what is.
458,0,"John Gant, official pitcher of multiple roles, relieves Cabrera with one on and one out, surrenders a single, and fires back with back-to-back K's in the eighth.   Molina, Edman, DeJong represent the Cardinals last chances. #STLCards"
459,0,"Pivotal moment in the game here as Génesis Cabrera comes in to face Charlie Blackmon with two on and two out, B7. After an 8-pitch battle, Cabrera freezes Blackmon with a 97 mph heater for a called strike three.  Threat neutralized. Cardinals have six outs to score."
460,0,"Neither of the Rockies starters this series (Antonio Senzatela and Chi Chi Gonzalez) issued a walk in their outings. As Adam Wainwright noted yesterday, you just can't walk batters at Coors Field, and they certainly are adhering."
461,0,"@franze98 No, because that is so laughably untrue."
462,0,"Oviedo put on a solid showing at pitcher dreamland Coors Field, but the opportunity for his first big league win eludes him once more.   He allowed three earned runs on seven hits, struck out two and most notably walked just one batter. That'll play, with run support ........"
463,0,"Paul DeJong splits the gap for a one-out double in the 7th as the Cardinals trail, 3-2. It's been a frustrating first half of the season for him, but he's logged hits in 6 of his last 7 games.   Needless to say, if he can get going, that would lengthen the lineup tremendously."
464,0,"O'Neill has left the game.   Sosa will enter and play 2B. Edman will move to RF, Carlson to LF.   When we know more, you will too."
465,1,"Tyler O'Neill was hit by 90 mph fastball near his right wrist/bottom of hand area, but after a lengthy look with Mike Shildt and Adam Olsen, remains in the game."
466,0,"Last night's hero, Elías Díaz, just uncorked a solo dinger so hard Tyler O'Neill didn't even turn around.   This game is tied."
467,0,"Yes, May 28 v. Arizona and a couple of weeks ago when he shoved seven scoreless against Miami.   Oviedo himself has not recorded a win yet, though."
468,0,Yadier Molina's two-run homer in the second is his first one at Coors Field. He has now homered in every active NL park in the regular season.
469,0,"He needed that one.  After Tyler O'Neill's leadoff double, Yadi puts the Cards up 2-0 by slamming a homer an estimated 433 feet. #STLCards"
470,0,"@Jeff82892806 Gio has been phenomenal all year. Misplaced slider for sure, but I think the frustration from yesterday’s loss stems more from the teams trajectory the last month than the pitch itself."
471,0,Cardinals top prospect Matthew Liberatore is not on the roster.
472,0,"Wainwright: ""It doesn't surprise me when I do well. It seemingly it surprises everyone else. But that's fine.   It does not surprise me because that's what I expect to do."""
473,0,"Adam Wainwright: ""Whether it's true or not, I always think of myself as the best pitcher out there. As soon as I stop thinking that way, I'll retire."""
474,0,@bylindsayhjones But did Lina have a good time??
475,0,"Well that's that. Giovanny Gallegos, usually both steady and reliable, gets the first two outs in the ninth, walks the next two batters, and serves up a no-doubter walk-off three-run homer to Elías Díaz.  Rockies beat the Cardinals, 5-2."
476,0,"Adam Wainwright's final line: 8 IP, 6 H, 2 ER, 1 BB (!), 4 K, 1 HR on 110 pitches, 71 for strikes.   All five of his starts in June qualified as quality starts. He starts July with his sixth-consecutive. #STLCards   Gallegos and Sosa in on the double-switch."
477,0,"And he notches a 1-2-3 inning.   Wainwright has completed eight innings (at least) for the fourth time this season, and the first time since a 2-1 loss to the Cubs on May 23.  Absolutely remarkable, but after all he's done, is it even surprising?"
478,0,Tyler O'Neill misses a go-ahead HR by about two feet.   Adam Wainwright is back in for the eighth.
479,0,Adam Wainwright is through six innings of two-run ball on 85 pitches and is batting for himself in the top of the seventh. He has gone at least six innings in every start since May 29.
480,0,Paul Goldschmidt continues to spray the ball. He singled to right in his first AB. He belted one out of the park in his second. #STLCards
481,0,"Adam Wainwright hangs one and Brendan Rodgers did not miss it. Not even by a little bit.   2-1, COL."
482,0,Tommy three-bags scores courtesy of a Pauly D base knock and the Cardinals have a 1-0 lead in the second.
483,0,No hard feelings ❤️  https://t.co/niZbtC7jeT
484,0,The storybook season for Nolan Arenado continues....   https://t.co/CiJ1ElaOLz
485,0,Nolan Arenado will represent the National League and start at third base in the 2021 All Star Game at Coors Field. #STLCards
486,0,Tarp: off Rainbow: out   Tonight’s game between the Rockies and Cardinals will start at 8:35 CT/7:35 MT.  https://t.co/4PGbUJgfcI
487,0,My girl ❤️
488,0,Bad news: We're in an official rain delay here at Coors Field.  Good news: My chicken sandwich is absolute fire.
489,0,The weather in Denver today is acting real St. Louis 🙄  https://t.co/Tqko2Rp55K
490,0,"#Badersback, marking just the fourth time this season the Cardinals rolled out their ideal starting lineup they envisioned this spring.   They play game 82 today."
491,0,@Kilnandez @jmjones omg hahaha
492,0,@lindseyadler I do emphasize being a team player
493,0,@lindseyadler LOL I remember this
494,0,@ByRobertMurray Blocked and reported.
495,0,Relatedly: I am not looking forward to the day I accidentally say Norman Golan ala Lade WeBlanc   @jmjones
496,0,"Nolan Gorman will represent the #STLCards in the Futures Game this month. He was promoted to Triple-A on Monday, after a searing performance in Springfield. He’s also learning a new position, &amp; doing so with ease.   On the top position prospect’s success:  https://t.co/UAMVhr1CoG"
497,0,@SColemanLU This is so accurate 😂
498,0,Happy trade deadline month!  *bursts into tears*
499,0,@Adamcopes Life said “oh you wanna be a beat writer?? Enjoy!”
500,0,"According to Statcast, Joe Ross’ fastest career pitch was 97.5 mph, which he twice hit in 2015. He hit 97.2 mph in the first inning today, third-fastest pitch ever for him."
501,0,"Joe Ross is pumping 97 here in the first inning for this 11am start. I don’t ever remember Joe touching 97, either pre-Tommy John or post. Ball is JUMPING out of his hand here today."
502,1,The injuries keep on coming. Looks like a right hammy for Kyle Schwarber. This team can’t catch a break injury wise right now.
503,0,"Kyle Schwarber is named NL Player of the Month for June after hitting 16 homers and posting 30 RBI, a .760 slugging percentage and a 1.122 OPS.   As if those numbers are good, or something."
504,1,The Nats have called up infielder Humberto Arteaga from Triple-A Rochester and placed Jordy Mercer on the 10-day IL (retroactive to July 1) with a strained right quad. Arteaga will start at shortstop tonight.
505,0,It’s official. Game canceled. Dodgers win 6-2 in five innings.
506,0,@mrhappy_onabike Not me doing play-by-play tonight…but good to know!
507,0,Second baseman Alex Avila just caught the throw-down toss from Yan Gomes at the end of Patrick Corbin’s first inning warm-up pitches. He had a huge smile on his face. Career-long catcher just caught the throw from his fellow catcher.
508,0,Trea Turner is a tough dude &amp; takes pride in playing every day. He’s started all 78 games this season until tonight and doesn’t even like taking a few innings off in blowouts. That left middle finger must be bugging him pretty good for him to need a day off tonight. Hope he’s OK.
509,0,"Trea Turner and Jordy Mercer are both out of the Nats’ lineup tonight, which leaves Starlin Castro playing shortstop, Josh Harrison playing third, and ……. backup catcher Alex Avila playing second base for the first time in his career."
510,0,"@jorgecastillo Welcome back, buddy!"
511,0,"Here’s why baseball is so great &amp; why players/managers/GMs preach patience in a long year:  Nats went into play on June 13 in last place in the NL East, 8.5 games out of first &amp; 9 games under .500.  2.5 weeks later, they’re in 2nd place in the NLE, 2 games out &amp; 2 games over .500"
512,0, https://t.co/5CLczb7w8z
513,0,What a birthday present! Trea Turner has the cycle on his 28th birthday.
514,0,Birthday boy Trea Turner is now 3-for-3 with a homer today. This offense is coming alive.
515,0,"Bob Henley did his sneaky send right there, discreetly waving Josh Bell in instead of the full arm wave. And it stole the Nats a run. Manuel Margot came up and didn’t see a big wave, so he lobbed a throw into second. Nats are pouring it on here early."
516,0,@Nationals @BetMGM Any statistical evidence to support this move? Anything at all?
517,0,Nationals prospect Cade Cavalli has been selected to the Futures Game. The 22-year-old righty leads minor league baseball in strikeouts with 88. In 52 1/3 IP. That’s a lot of Ks in not a ton of innings.
518,0,@MarkZuckerman Jinx.
519,0,How many teams would (or can) pinch hit for their No. 1 and No. 2 hitters back to back? The Rays are such an interesting ballclub.
520,0,This is absurd.
521,0,Victor Robles homers. His first of the year. Eight Nats have batted. Three have homered. Two have doubled.
522,0,Schwarber homers.  Trea doubles.  Soto homers.   It’s 3-0. This team is so much fun to watch right now.
523,0,This is NUTS. Absolutely NUTS.   -Seven leadoff homers in 18 games.  -16 homers in 18 games (with a whole 8 innings left) -12 homers in 10 games  Kyle Schwarber is on another planet.
524,0,HAHAHAHAHAHAHAHA
525,1,"Here is the group the Nats projected to have at the back end of their bullpen this season, w/ their current status:  Brad Hand - Active Daniel Hudson - Injured List Will Harris - Injured List Tanner Rainey - Injured List Kyle Finnegan - Injured List  Forcing new guys to step up."
526,1,"Nats have placed Tanner Rainey on the IL with a stress reaction in his right tibia. Also have DFAd Justin Miller. Ryne Harper comes back up, and lefty Kyle Lobstein also joins the bullpen from Triple-A Rochester"
527,0,"Just chatted w/ former Nat Daniel Murphy, who had that epic 2015 run of 6 straight playoff games w/ a HR. Asked him his take on his former Cubs teammate Kyle Schwarber’s insane HR barrage.  “Yeah, they should pick a fight with somebody else right now. Like, don’t pitch to him!!”"
528,0,Ryan Zimmerman. First pitch. Three-run SHOT. What a night for the Nats. Five homers.
529,0,HE DID IT AGAIN THIS IS THE MOST INSANE THING I’VE EVER SEEN
530,0,Paolo Espino is done after 5 scoreless against the Mets. Gets a handshake and a hug from Davey. His ERA is down to 2.02. He’s been the unsung hero for this team this season.
531,0,Gerardo Parra this season when he gets his Baby Shark walkup song: 3-for-4 with two doubles and a homer.
532,0,@flautista21 @magnemightiest Oh hey thanks! Never know what you’re gonna get down at field level!
533,0,@LONTDC1 So amazing I now just find myself laughing at every homer
534,0,"Ok, so Schwarber:  -Now has the most HR by any Nats player in any month in team history, with 14 -Now has 6 leadoff homers in 17 games in the leadoff spot -Now has 14 total homers in his last 17 games   That’s all very good. #analysis"
535,0,AND ON THE NEXT PITCH TURNER HOMERS TO LEFT THIS IS FUN YOU GUYS
536,0,HAHAHAHAHAHA KYLE SCHWARBER JUST HIT ANOTHER LEADOFF HOMEE TO THE MOON
537,0,@MarkZuckerman Wow! Hey thanks Mark!   (Does this now mean I need to give a genuine compliment back???)
538,0,@Nationals What a photo choice
539,0,"It was 1-1 to the top of the 6th. Four batters later, it’s 5-1 Nats. Walk, homer, single, homer."
540,0,@dougherty_jesse @MarkZuckerman Sanchez’s glove didn’t make contact with Soto’s line drive last night. Rare to see a guy get an error on a ball he doesn’t touch.
541,1,"Tough morning news for the Nats, as Erick Fedde lands on the IL with an oblique strain. Fedde was scheduled to start tomorrow vs. Mets. Reliever Andres Machado comes up to add bullpen depth for now."
542,0,"One more Schwarber note (for now):  Schwarber’s 13 HR this month ties Bryce Harper (May, 2015) for most homers in any month in Nats history."
543,0,"13 homers in his last 13+ games is ridiculous. 9 homers in his last 6 games is other-worldly.   Or, put differently, 9 homers in his last 23 at-bats. Wow."
544,0,KYLE SCHWARBER CANNOT STOP HITTING HOME RUNS
545,0,@MarkZuckerman Ahhhh the good old days
546,0,BREAKING: He’s human.
547,0,Here’s a #coolstat from @KyleBrostowitz: Kyle Schwarber’s 8 HR in a 5-game span are tied for the second-most in MLB history. Trails just Shawn Green in 2002.
548,0,TWELVE HOMERS IN HIS LAST TWELVE-PLUS GAMES I CAN’T BELIEVE THIS
549,0,OH MY GOD WHAT IS GOING ON HE DID IT AGAIN
550,0,"And his first homer of June didn’t come until June 12. He might break the team record for homers in a month, and he didn’t homer the first 37 percent of the month."
551,0,"Kyle Schwarber homers, Yan Gomes throws out a runner trying to steal. Groundhog Day."
552,0,Schwarber has 11 homers in his last 12+ games. Five of them have been leadoff homers. What he’s doing is absolutely ridiculous.
553,0,OH MY GOD KYLE SCHWARBER HAS DONE IT AGAIN
554,0,@FakeSportsBar Great point!
555,0,@waltersbardc Thank you for your service
556,0,@Brandenburg34 Thanks Mark!
557,0,@westcoastcash Hey thanks! Fun game to call
558,0,@jschillmaier Haha thanks
559,0,"Just talked about this on-air w/ Bob, but wins like that are so huge in a long year. They help in the standings, sure, but they bring teams together. They generate belief in the clubhouse. They galvanize a group. Doesn’t guarantee anything the rest of the way, but it’s meaningful"
560,0,Game of the year. What a win.
561,0,"@Nationals This is very good, you guys"
562,0,That right there is an all-around gutsy win.   The Nats have won 8 of 9. They’ve won 10 of 13. And they’re now just four games back of the Mets for first place.
563,0,"@DogearedCarrie Haha thanks, Carrie!"
564,0,Josh Bell has done a very nice job defensively at first base this year. That’s the tweet.
565,0,The Scherzer family is on fire tonight.
566,0,"There are so many amazing parts to this, but my absolute favorite is Jim Hickey giving an, “Oh no, hold me back!!” sort of deal to Joe Girardi."
567,0,"Girardi then came marching out of the Phillies dugout screaming, “Let’s go!!” Essentially telling Max and the Nats to come get him."
568,0,"Max gets to his dugout after his five innings of work. Looks back to Joe Girardi in the Phillies dugout. Holds up his glove and his hat as if to say, “See?!?! I’ve got nothing!! Look!!!”"
569,0,"Davey is really upset. Max has already been checked twice. Girardi asked for him to be checked during an inning. Max spiked his glove and hat when the umpires came out, saying, bring it on."
570,0,"Joe Girardi is asking for Max to be checked during an inning right after a strikeout.   Max is pissed. Keeps saying, “I’ve got nothing!”"
571,0,"Bryce homered off Max in their first battle tonight.   Max strikes out Bryce on a cutter down and in to end their second battle. After the K, Bryce shouted out at Max, “What a pitch!” He then winked at his former teammate.   Good, clean fun."
572,0,Rhys Hoskins just doubled to right off Scherzer and lifted his arm up towards his dugout. I thought he was about to motion that he wanted them to keep the baseball. He had been 0-for-21 with 12 Ks career off Max before that AB.
573,0,"I knew Max Scherzer would be entertaining as all hell when getting inspected by umpires for substances after an inning. He did not disappoint. Guys in the Nats’ dugout laughing watching Max, arms outstretched, with a stink face, get his glove and cap looked at."
574,1,Nats activate Max Scherzer from the IL. He’ll start tonight in Philly. Kyle Finnegan lands on the IL with a left hamstring strain.
575,0,"@peterjpierce @gogogadgetbaton My pleasure, Peter!! Hope you had a great Father’s Day!"
576,0,"@gogogadgetbaton @peterjpierce @Nationals This makes me so happy! It’s my pleasure, and thanks for sharing the pic!"
577,0,"After being in an empty ballpark last year, watching games being played with fake crowd noise in the background and cardboard cutouts in the seats, days like today just feel so good. 30,000-plus in the seats. Baby Shark. Standing ovations. Curtain calls. What a day."
578,0,WHAT IS GOING ON KYLE SCHWARBER HOMERED AGAIN
579,0,"Can’t make this stuff up. Gerardo Parra pinch hits in the 7th, Nats Park gets to do Baby Shark for the first time since Game 5 of the World Series, and then Parra ropes a double into the left field corner."
580,0,Kyle Schwarber has done it again. Unbelievable. Four homers in his last two games. Eight on the homestand.
581,0,"I’m choosing to believe Zim just kept walking onto the field with his arms outstretched like that. It didn’t happen, but I’m choosing to believe it did."
582,0,@MarkZuckerman WOW THANKS MARK
583,0,@chelsea_janes #ChelseaFactor
584,0,Kyle Schwarber is on another planet. His fourth leadoff homer of the season. Unreal.
585,0,"I asked Parra whether he would still be giving ling hugs to Stephen Strasburg. As I asked it, Strasburg was walking by.   “I hope not,” he said with a smile."
586,0,"Most important update of the day: Gerardo Parra says he’ll be keeping the same Baby Shark walk-up song. Says it’s good vibes for teammates and the fans, and he wants to keep it for everyone."
587,0,Baby Shark is back. The Nats have activated Gerardo Parra.   Luis García has been optioned. Ben Braymer DFAd.
588,0,Let’s run this back. Schwarber does it again. Three-run shot.   He now has homered 28 times in his career in games started by Lester.
589,0,"It’s a Jon Lester start day, so that means Kyle Schwarber will homer at some point. Only took three pitches tonight.   And that was a BOMB the other way."
590,0,"@MarkZuckerman At no point did I ask you to join the pregame show. And yet, here you are. #clarification #accuracy"
591,0,"Need this guy back at Nats Park ASAP. Got the crowd so fired up, and believe me when I tell you he got the Nats’ dugout fired up too."
592,0,Best I’ve ever looked.
593,0,Erick Fedde over his last three starts:  -7 scoreless -5 scoreless -7 scoreless  And that’s with nearly a month-long gap in between starts 1 and 2 because of a stint on the Covid IL. Add in an inning in a previous outing and it’s 20 straight scoreless frames. So impressive.
594,0,*clears throat*
595,0,"At some point soon, teams will stop running on Yan Gomes. Right?"
596,0,"Quote of the year from Austin Voth, back from a broken nose after being hit in the face with a pitch:  “I’m still pretty good looking, I feel like.”"
597,0,You’d think that I’ve typed “Nats” enough times over the last decade covering the team that my iPhone would know not to autocorrect and drop an apostrophe in there...but you’d be wrong.
598,0,Nat’s get Starlin Castro back from the restricted list and Austin Voth back from the IL.   Andrew Stevenson lands on the IL with an oblique strain and Ryne Harper has been optioned.
599,0,"@Nationals Officially claiming 1/5 of this homer for myself. Josh gets 4/5 of the homer, Dan the other 1/5. I’m sure Josh will be totally fine with this."
600,0,"“There were always reports of ‘I don’t think he can stick in center.’ That never really resonated with me. It was like, ‘I’m going to do it.’ ”   In today’s Padres Daily:  Grisham so centered. Tatis’ campaign for Crone. Pham worth it. Tidbits.  https://t.co/ybp0cjCSvv"
601,0,"“It’s something, you see the best do it. Now, seeing myself accomplish this feels like it was a huge step in my career — and for the organization too.”   https://t.co/BoPsGQ4xEs"
602,0,Jurickson Profar with his second double of the night. Wrote something about Profar this morning that contained a pretty incredible statistic that suggested he wasn't far off.  https://t.co/AShu4vwxDp
603,0,One pitch. Inning over.
604,0,Tim Hill back into the MLB lead with his 40th appearance.  He enters with bases loaded and two outs in the seventh inning of a tie game.
605,0,Tommy Pham is now 5-for-11 as a pinch-hitter this season.  He and Manny Machado are also absolutely fearless with two strikes.
606,0,UPDATE: Manny Machado was not wearing the gold shoes before the rain delay. He is wearing the gold shoes now.
607,0,The rain and Eric Hosmer end Luis Castillo's no-hitter in the fifth inning.
608,0,Luis Castillo has been warming up. Ryan Weathers has not. It appears Mason Thompson will be the Padres pitcher to start the fifth.
609,0,"Man, I got this story done fast. And just in time. Scheduled restart here at 6:25 PT."
610,0,"Plenty of Padres fans here at Great American Ball Park, where they are playing the All-Star starter reveal show during weather delay. Cheer goes up as it is announced Fernando Tatis Jr. will start for the NL at shortstop."
611,0,"Cincinnati brings the rain hard. It’s impressive. By the way, Luis Castillo has not allowed a hit through four innings. Radar indicates this torrential downpour will pass soon.  https://t.co/Q0BfOs08Bj"
612,0,The last play before the delay. I'll remember it fondly while I watch rain fall ... again.
613,0,The tarp is going on the field. The only game in the series to start on time will have a delay.
614,0,Sometimes it is easy to take Manny Machado's defense for granted. Not when he throws all the way across the diamond from one knee to get an out.
615,0,"Ryan Weathers has picked off five runners this season, two of them (Anthony Rizzo last month and Alejo Lopez just now) without the runner really even  coming close to getting back to the bag."
616,0,“It was terrible.”  Padres pregame: Going for another sweep of Reds; Blake Snell recovering from food poisoning  https://t.co/MpkwUrMfz7
617,0,"Padres trying to finish third sweep in past four series, second against Reds:  Grisham CF Tatis Jr. SS Cronenworth 2B Machado 3B Hosmer 1B Myers RF Profar LF Rivas C Weathers P"
618,0,Miguel Diaz has been optioned to make roster room for Ryan Weathers.  Weathers to start to tonight’s finale in Cincinnati.
619,0,"Ball Park, in this case."
620,0,Blake Snell is at Great American Ballpark. Smiling. In uniform. About to play catch.
621,0,"The game has been called. The Padres win, 7-5."
622,0,"""We’ve seen the improvement he’s had month to month.""  Kim's development, which includes the elimination of some of the movement in his swing, pleases veteran Padres.    https://t.co/fcCvRJEe0J"
623,0,"Looks like storm is about to pass. Still raining, though not as hard. Members of the grounds crew (and one policeman) have begun to dig into the warning track to accelerate drainage.  https://t.co/vOkKIxY5tQ"
624,0,@texpadres You take that back right now!
625,0,Waterfalls!  https://t.co/qL6opj8ehb
626,0,"Looks promising. It’s an official game, so …  https://t.co/BDPsFHBo7k"
627,0,"Moments after lightning lit up the ballpark and caused even the Midwesterners used to this sort of thing to shout and many to head for cover, umpires waved players off the field. We are in a delay."
628,0,The lightning and thunder are increasing in frequency.  There seems little doubt we're going to be sitting around in a little bit.
629,0,"Trent Grisham lines a grand slam to put the Padres up 7-5 in the fifth. Almost as soon as he crossed home plate, lightning flashed across the river in Kentucky."
630,0,"Tim Hill is warming up ... for the 1,000th time this season."
631,0,Fernando Tatis Jr. sends the first pitch of the third inning to the second deck beyond left field. His 26th of the season and the third solo shot by the Padres tonight. They trail 4-3.
632,0,Trent Grisham and Wil Myers go back-to-back and have halved the Reds' lead. 4-2 in the second.
633,0,"Joe Musgrove threw 37 pitches in the first inning. The only pitcher to throw more in an inning this season was Blake Snell, who threw 38 while not making it out of the first inning April 13 at Pittsburgh."
634,0,Joe Musgrove has thrown 28 pitches and has runners at the corners with one out in the first inning. He (and the Padres bullpen) could really use a double play grounder.
635,0,Padres place Blake Snell on IL with illness. He does not have to remain there for 10 days. Seems he could pitch as soon as Sunday.  https://t.co/rzIEufUh7K
636,0,"First pitch scheduled for 4:45 PT. Hardly a drop at Great American Ball Park, but it got very dark and they let a storm pass nearby."
637,0,Blake Snell is fully vaccinated and has tested negative for Covid.
638,0,"At least a 10-minute delay in Cincinnati. Inclement weather in the area. Tarp is not on the field, but the grounds crew is at the ready."
639,1,Blake Snell has been placed on the injured list due to his illness. Miguel Diaz has been recalled.
640,0,"Today vs. Reds RHP Vladimir Gutierrez. Same as yesterday, except swap Profar for Hosmer and Myers moved up a spot.  Pham LF Tatis SS Cronenworth 2B Machado 3B Grisham CF Myers RF Profar 1B Caratini C Musgrove P"
641,0,“I play through it. They don’t teach that anymore these days.”  In today’s Padres Daily:  Old-school Manny. All-Star Pham? Walking Tatis. Plus tidbits.  https://t.co/lSKOYhUhlp
642,0,"""Our bullpen held it down for us tonight. We needed them to step up big … and they came in and did their thing.”  Padres ride bullpen to road win over Reds  https://t.co/I3aMrJuXoE"
643,0,Ryan Weathers will start against the Reds Thursday.
644,0,"Fan appeared to be hassling Tommy Pham during bottom of the 7th. Pham talked to a police officer as he returned to the dugout. A couple officers went and spoke with the fan, who was allowed to return to his seat. Pham has had issues with fans this season.   https://t.co/8w5wzdYX1A"
645,0,"Loud ""MVP"" chant between here at Great American Ballpark. It's weird because Fernando Tatis Jr. is not up to bat. It's Nick Castellanos."
646,0,"They leave the bases loaded for a fourth inning. Actually have loaded the bases five times. Got a bases-loaded sac fly in the second inning, loaded them again and got nothing more."
647,0,The Padres have the bases loaded for the fourth time tonight. They have converted the first three into one run.
648,0,Eric Hosmer was ejected (from the dugout) for yelling at home plate umpire Hunter Wendelstedt on a strike call on Tommy Pham. Hosmer was upset about a ball called a third strike last inning.
649,0,The emergency bullpen game is no longer going as well. Jesse Winker hits a two-run homer off Nabil Crismatt with no outs in the bottom of the fifth inning that cuts the Padres' lead to 5-4.
650,0,"Before the game, I said, ""What's happening, Tommy?"" He looked at me and said this: ""I gotta get two here.""  Halfway there. His homer starting off the fourth puts Padres up 4-1."
651,0,Craig Stammen gets through the second inning on six pitches. He has thrown 28 pitches through two. Padres up 3-1. He did his job. Nick Ramirez has stopped warming but appears to be going over hitters with bullpen coach Ben Fritz.
652,0,The Padres have scored multiple runs in the first inning in six of their past seven games. They lead 2-0 tonight.
653,0,"Game scheduled to start at 5 p.m. PT.  While you're waiting, read why the Padres rarely take traditional batting practice anymore.  ""These guys at this level, especially guys who have been around, they know how to prepare.”   https://t.co/hx8wGtanuo"
654,0,Tarp removal commences.  https://t.co/3WhnesIoEs
655,0,There will be a reassessment of the weather situation at 4:30 PT.
656,0,Get ready for the delay.  https://t.co/A0VsQCh7LP
657,0,Evidently a chance the skies open up just before game time. But the rain is not expected to last long. How it goes in the Midwest. Cincinnati can get as much rain in a 15-minute burst in June as San Diego gets all winter — and the field will be ready to play on 30 minutes later.
658,0,"How Blake Snell being scratched affects the Padres' rotation plans isn't known.  However, Ryan Weathers is still expected to start at some point on this six-game trip. Chris Paddack threw his bullpen today, which lines him up to start Thursday. But that could change."
659,1,Snell has an “illness.”
660,0,Blake Snell has been scratched from his scheduled start tonight.  Craig Stammen will start.
661,1,Expected bullpen news is official: Pierce Johnson and Drew Pomeranz have been activated from the IL. James Norwood and Miguel Diaz were optioned.
662,0,"Today vs. Reds RHP Tony Santillan. A little different, but also a little familiar:  Pham LF Tatis Jr. SS Cronenworth 2B Machado 3B Grisham CF Hosmer 1B Myers RF Caratini C Snell P"
663,0,"""If you know what winning looks like, you can weather some storms because you know how good you are.”  At midpoint, Padres' season has been up and down and typical  https://t.co/ZEWBUOiS2w"
664,0,"""The team put me at the top of the rotation starting this season. There is a sense of responsibility there.”  In today's Padres Daily:  Darvish keeps coming through when Padres need it.  Home? Road? Just play better.  Becoming Phamiliar.   Plus tidbits.  https://t.co/yXHZ52x6Sx"
665,0,“It’s gonna suck leaving and going on the road because it’s been so fun playing here.”   Padres win nine of 10 on homestand.  https://t.co/2TTNYcZRge
666,0,A three-double day for Trent Grisham in the two-hole.
667,0,"Trent Grisham heating up.  With two doubles today, he is 5-for-12 during a four-game hitting streak.  He is 9-for-48 since returning from IL, with seven extra-base hits."
668,0,* Pham has 1.146 OPS in his past 15 games. * Padres have homered in the first inning in five of six games. * Padres have scored multiple runs in the first inning in five of six games.
669,0,Back to hitting first-inning homers. Tommy Pham puts Padres up 1-0.
670,1,Dinelson Lamet has been placed on the 10-day IL with right forearm inflammation. RHP James Norwood recalled from Triple-A El Paso.
671,0,"Wrapping up the homestand and the series vs. ARI:  Pham LF Grisham CF Cronenworth 2B Tatis SS Hosmer 1B Myers RF Kim 3B Caratini C Darvish P  Machado gets a twofer on rest, as Padres are off tomorrow."
672,0,"Lamet's final pitch was a 91.6 mph changeup. (Perhaps it was a fastball and the 4-5 mph drop alerted the Padres to an issue??) Velocity on FB was down only slightly otherwise.  Went 81 pitches in last start, had been trending up."
673,0,"Even before today's game, Jayce Tingler said the main aim is for Dinelson Lamet to make it through games healthy. Lamet was just removed in the 3rd inning."
674,0,"The Diamondbacks are up 1-0 after a half-inning. This is the first time the Padres have trailed since Saturday, a span of 51 innings in which they were tied or led."
675,0,"Excellent player, Nolan Arenado. Manny Machado practices this with live grenades. Never dropped one."
676,0,It figured to be time for a Jurickson Profar start. This will be just his third in nine games.  Pham LF Tatis Jr. SS Cronenworth 2B Machado 3B Hosmer 1B Grisham CF Profar RF Rivas C Lamet P
677,0,"@ABtheFriar Based on first half, I can’t see how it’s not Machado this year."
678,0,“You’d think it would surprise you. But at this point it is expected.”  In today’s Padres Daily: Don’t miss the Tatis Show; back-up plan; semi-regular + tidbits.  https://t.co/SoFmX5Vvoe
679,0,I was at Petco Park watching one of Fernando Tatis Jr.‘s three home runs tonight about the time Evie was taking her first steps.  https://t.co/IxDFTEH1bq
680,0,"""That was on my bucket list.""  Tatis hits three homers to power Padres past Diamondbacks   https://t.co/OGuk1wfaR7"
681,0,"If Fernando Tatis Jr. homers here in the eighth, those three two-outs hits in the seventh will be recalled for more than the two extra runs they scored. They will be what got him to the plate to even try to become the first Padres player ever with four homers in a game."
682,0,Fernando Tatis Jr. is 4-for-4 with three home runs and a single.
683,0,"Three up, three down in the sixth. So Fernando Tatis Jr. will lead off the bottom of the seventh. It will be his fourth at-bat of the night, and he will be attempting to become the first Padres player ever to hit four home runs in a game."
684,0,Fernando Tatis Jr. has homered in his first three ABs tonight. He is tied for the MLB lead with 25 this season.
685,0,Jake Cronenworth has homered in four straight games. It's difficult to keep up at this point.
