,injury_report,tweet,data_cleaned
491,0,@Kilnandez @jmjones omg hahaha,Kilnandez jmjones omg hahaha
492,0,@lindseyadler I do emphasize being a team player,lindseyadler I emphasize team player
493,0,@lindseyadler LOL I remember this,lindseyadler LOL I remember
494,0,@ByRobertMurray Blocked and reported.,ByRobertMurray Blocked reported
495,0,Relatedly: I am not looking forward to the day I accidentally say Norman Golan ala Lade WeBlanc   @jmjones,Relatedly I looking forward day I accidentally say Norman Golan ala Lade WeBlanc jmjones
496,0,"Nolan Gorman will represent the #STLCards in the Futures Game this month. He was promoted to Triple-A on Monday, after a searing performance in Springfield. He’s also learning a new position, &amp; doing so with ease.   On the top position prospect’s success:  https://t.co/UAMVhr1CoG",Nolan Gorman represent STLCards Futures Game month He promoted TripleA Monday searing performance Springfield He also learning new position amp ease On top position prospect success httpstcoUAMVhrCoG
497,0,@SColemanLU This is so accurate 😂,SColemanLU This accurate
498,0,Happy trade deadline month!  *bursts into tears*,Happy trade deadline month bursts tears
499,0,@Adamcopes Life said “oh you wanna be a beat writer?? Enjoy!”,Adamcopes Life said oh wan na beat writer Enjoy
500,0,"According to Statcast, Joe Ross’ fastest career pitch was 97.5 mph, which he twice hit in 2015. He hit 97.2 mph in the first inning today, third-fastest pitch ever for him.",According Statcast Joe Ross fastest career pitch mph twice hit He hit mph first inning today thirdfastest pitch ever
501,0,"Joe Ross is pumping 97 here in the first inning for this 11am start. I don’t ever remember Joe touching 97, either pre-Tommy John or post. Ball is JUMPING out of his hand here today.",Joe Ross pumping first inning start I ever remember Joe touching either preTommy John post Ball JUMPING hand today
502,1,The injuries keep on coming. Looks like a right hammy for Kyle Schwarber. This team can’t catch a break injury wise right now.,The injuries keep coming Looks like right hammy Kyle Schwarber This team catch break injury wise right
503,0,"Kyle Schwarber is named NL Player of the Month for June after hitting 16 homers and posting 30 RBI, a .760 slugging percentage and a 1.122 OPS.   As if those numbers are good, or something.",Kyle Schwarber named NL Player Month June hitting homers posting RBI slugging percentage OPS As numbers good something
504,1,The Nats have called up infielder Humberto Arteaga from Triple-A Rochester and placed Jordy Mercer on the 10-day IL (retroactive to July 1) with a strained right quad. Arteaga will start at shortstop tonight.,The Nats called infielder Humberto Arteaga TripleA Rochester placed Jordy Mercer day IL retroactive July strained right quad Arteaga start shortstop tonight
505,0,It’s official. Game canceled. Dodgers win 6-2 in five innings.,It official Game canceled Dodgers win five innings
506,0,@mrhappy_onabike Not me doing play-by-play tonight…but good to know!,mrhappyonabike Not playbyplay good know
507,0,Second baseman Alex Avila just caught the throw-down toss from Yan Gomes at the end of Patrick Corbin’s first inning warm-up pitches. He had a huge smile on his face. Career-long catcher just caught the throw from his fellow catcher.,Second baseman Alex Avila caught throwdown toss Yan Gomes end Patrick Corbin first inning warmup pitches He huge smile face Careerlong catcher caught throw fellow catcher
508,0,Trea Turner is a tough dude &amp; takes pride in playing every day. He’s started all 78 games this season until tonight and doesn’t even like taking a few innings off in blowouts. That left middle finger must be bugging him pretty good for him to need a day off tonight. Hope he’s OK.,Trea Turner tough dude amp takes pride playing every day He started games season tonight even like taking innings blowouts That left middle finger must bugging pretty good need day tonight Hope OK
509,0,"Trea Turner and Jordy Mercer are both out of the Nats’ lineup tonight, which leaves Starlin Castro playing shortstop, Josh Harrison playing third, and ……. backup catcher Alex Avila playing second base for the first time in his career.",Trea Turner Jordy Mercer Nats lineup tonight leaves Starlin Castro playing shortstop Josh Harrison playing third backup catcher Alex Avila playing second base first time career
510,0,"@jorgecastillo Welcome back, buddy!",jorgecastillo Welcome back buddy
511,0,"Here’s why baseball is so great &amp; why players/managers/GMs preach patience in a long year:  Nats went into play on June 13 in last place in the NL East, 8.5 games out of first &amp; 9 games under .500.  2.5 weeks later, they’re in 2nd place in the NLE, 2 games out &amp; 2 games over .500",Here baseball great amp playersmanagersGMs preach patience long year Nats went play June last place NL East games first amp games weeks later nd place NLE games amp games
512,0, https://t.co/5CLczb7w8z,httpstcoCLczbwz
513,0,What a birthday present! Trea Turner has the cycle on his 28th birthday.,What birthday present Trea Turner cycle th birthday
514,0,Birthday boy Trea Turner is now 3-for-3 with a homer today. This offense is coming alive.,Birthday boy Trea Turner homer today This offense coming alive
515,0,"Bob Henley did his sneaky send right there, discreetly waving Josh Bell in instead of the full arm wave. And it stole the Nats a run. Manuel Margot came up and didn’t see a big wave, so he lobbed a throw into second. Nats are pouring it on here early.",Bob Henley sneaky send right discreetly waving Josh Bell instead full arm wave And stole Nats run Manuel Margot came see big wave lobbed throw second Nats pouring early
516,0,@Nationals @BetMGM Any statistical evidence to support this move? Anything at all?,Nationals BetMGM Any statistical evidence support move Anything
517,0,Nationals prospect Cade Cavalli has been selected to the Futures Game. The 22-year-old righty leads minor league baseball in strikeouts with 88. In 52 1/3 IP. That’s a lot of Ks in not a ton of innings.,Nationals prospect Cade Cavalli selected Futures Game The yearold righty leads minor league baseball strikeouts In IP That lot Ks ton innings
518,0,@MarkZuckerman Jinx.,MarkZuckerman Jinx
519,0,How many teams would (or can) pinch hit for their No. 1 and No. 2 hitters back to back? The Rays are such an interesting ballclub.,How many teams would pinch hit No No hitters back back The Rays interesting ballclub
520,0,This is absurd.,This absurd
521,0,Victor Robles homers. His first of the year. Eight Nats have batted. Three have homered. Two have doubled.,Victor Robles homers His first year Eight Nats batted Three homered Two doubled
522,0,Schwarber homers.  Trea doubles.  Soto homers.   It’s 3-0. This team is so much fun to watch right now.,Schwarber homers Trea doubles Soto homers It This team much fun watch right
523,0,This is NUTS. Absolutely NUTS.   -Seven leadoff homers in 18 games.  -16 homers in 18 games (with a whole 8 innings left) -12 homers in 10 games  Kyle Schwarber is on another planet.,This NUTS Absolutely NUTS Seven leadoff homers games homers games whole innings left homers games Kyle Schwarber another planet
524,0,HAHAHAHAHAHAHAHA,HAHAHAHAHAHAHAHA
525,1,"Here is the group the Nats projected to have at the back end of their bullpen this season, w/ their current status:  Brad Hand - Active Daniel Hudson - Injured List Will Harris - Injured List Tanner Rainey - Injured List Kyle Finnegan - Injured List  Forcing new guys to step up.",Here group Nats projected back end bullpen season w current status Brad Hand Active Daniel Hudson Injured List Will Harris Injured List Tanner Rainey Injured List Kyle Finnegan Injured List Forcing new guys step
526,1,"Nats have placed Tanner Rainey on the IL with a stress reaction in his right tibia. Also have DFAd Justin Miller. Ryne Harper comes back up, and lefty Kyle Lobstein also joins the bullpen from Triple-A Rochester",Nats placed Tanner Rainey IL stress reaction right tibia Also DFAd Justin Miller Ryne Harper comes back lefty Kyle Lobstein also joins bullpen TripleA Rochester
527,0,"Just chatted w/ former Nat Daniel Murphy, who had that epic 2015 run of 6 straight playoff games w/ a HR. Asked him his take on his former Cubs teammate Kyle Schwarber’s insane HR barrage.  “Yeah, they should pick a fight with somebody else right now. Like, don’t pitch to him!!”",Just chatted w former Nat Daniel Murphy epic run straight playoff games w HR Asked take former Cubs teammate Kyle Schwarber insane HR barrage Yeah pick fight somebody else right Like pitch
528,0,Ryan Zimmerman. First pitch. Three-run SHOT. What a night for the Nats. Five homers.,Ryan Zimmerman First pitch Threerun SHOT What night Nats Five homers
529,0,HE DID IT AGAIN THIS IS THE MOST INSANE THING I’VE EVER SEEN,HE DID IT AGAIN THIS IS THE MOST INSANE THING I VE EVER SEEN
530,0,Paolo Espino is done after 5 scoreless against the Mets. Gets a handshake and a hug from Davey. His ERA is down to 2.02. He’s been the unsung hero for this team this season.,Paolo Espino done scoreless Mets Gets handshake hug Davey His ERA He unsung hero team season
531,0,Gerardo Parra this season when he gets his Baby Shark walkup song: 3-for-4 with two doubles and a homer.,Gerardo Parra season gets Baby Shark walkup song two doubles homer
532,0,@flautista21 @magnemightiest Oh hey thanks! Never know what you’re gonna get down at field level!,flautista magnemightiest Oh hey thanks Never know gon na get field level
533,0,@LONTDC1 So amazing I now just find myself laughing at every homer,LONTDC So amazing I find laughing every homer
534,0,"Ok, so Schwarber:  -Now has the most HR by any Nats player in any month in team history, with 14 -Now has 6 leadoff homers in 17 games in the leadoff spot -Now has 14 total homers in his last 17 games   That’s all very good. #analysis",Ok Schwarber Now HR Nats player month team history Now leadoff homers games leadoff spot Now total homers last games That good analysis
535,0,AND ON THE NEXT PITCH TURNER HOMERS TO LEFT THIS IS FUN YOU GUYS,AND ON THE NEXT PITCH TURNER HOMERS TO LEFT THIS IS FUN YOU GUYS
536,0,HAHAHAHAHAHA KYLE SCHWARBER JUST HIT ANOTHER LEADOFF HOMEE TO THE MOON,HAHAHAHAHAHA KYLE SCHWARBER JUST HIT ANOTHER LEADOFF HOMEE TO THE MOON
537,0,@MarkZuckerman Wow! Hey thanks Mark!   (Does this now mean I need to give a genuine compliment back???),MarkZuckerman Wow Hey thanks Mark Does mean I need give genuine compliment back
538,0,@Nationals What a photo choice,Nationals What photo choice
539,0,"It was 1-1 to the top of the 6th. Four batters later, it’s 5-1 Nats. Walk, homer, single, homer.",It top th Four batters later Nats Walk homer single homer
540,0,@dougherty_jesse @MarkZuckerman Sanchez’s glove didn’t make contact with Soto’s line drive last night. Rare to see a guy get an error on a ball he doesn’t touch.,doughertyjesse MarkZuckerman Sanchez glove make contact Soto line drive last night Rare see guy get error ball touch
541,1,"Tough morning news for the Nats, as Erick Fedde lands on the IL with an oblique strain. Fedde was scheduled to start tomorrow vs. Mets. Reliever Andres Machado comes up to add bullpen depth for now.",Tough morning news Nats Erick Fedde lands IL oblique strain Fedde scheduled start tomorrow vs Mets Reliever Andres Machado comes add bullpen depth
542,0,"One more Schwarber note (for now):  Schwarber’s 13 HR this month ties Bryce Harper (May, 2015) for most homers in any month in Nats history.",One Schwarber note Schwarber HR month ties Bryce Harper May homers month Nats history
543,0,"13 homers in his last 13+ games is ridiculous. 9 homers in his last 6 games is other-worldly.   Or, put differently, 9 homers in his last 23 at-bats. Wow.",homers last games ridiculous homers last games otherworldly Or put differently homers last atbats Wow
544,0,KYLE SCHWARBER CANNOT STOP HITTING HOME RUNS,KYLE SCHWARBER CAN NOT STOP HITTING HOME RUNS
545,0,@MarkZuckerman Ahhhh the good old days,MarkZuckerman Ahhhh good old days
546,0,BREAKING: He’s human.,BREAKING He human
547,0,Here’s a #coolstat from @KyleBrostowitz: Kyle Schwarber’s 8 HR in a 5-game span are tied for the second-most in MLB history. Trails just Shawn Green in 2002.,Here coolstat KyleBrostowitz Kyle Schwarber HR game span tied secondmost MLB history Trails Shawn Green
548,0,TWELVE HOMERS IN HIS LAST TWELVE-PLUS GAMES I CAN’T BELIEVE THIS,TWELVE HOMERS IN HIS LAST TWELVEPLUS GAMES I CAN T BELIEVE THIS
549,0,OH MY GOD WHAT IS GOING ON HE DID IT AGAIN,OH MY GOD WHAT IS GOING ON HE DID IT AGAIN
550,0,"And his first homer of June didn’t come until June 12. He might break the team record for homers in a month, and he didn’t homer the first 37 percent of the month.",And first homer June come June He might break team record homers month homer first percent month
551,0,"Kyle Schwarber homers, Yan Gomes throws out a runner trying to steal. Groundhog Day.",Kyle Schwarber homers Yan Gomes throws runner trying steal Groundhog Day
552,0,Schwarber has 11 homers in his last 12+ games. Five of them have been leadoff homers. What he’s doing is absolutely ridiculous.,Schwarber homers last games Five leadoff homers What absolutely ridiculous
553,0,OH MY GOD KYLE SCHWARBER HAS DONE IT AGAIN,OH MY GOD KYLE SCHWARBER HAS DONE IT AGAIN
554,0,@FakeSportsBar Great point!,FakeSportsBar Great point
555,0,@waltersbardc Thank you for your service,waltersbardc Thank service
556,0,@Brandenburg34 Thanks Mark!,Brandenburg Thanks Mark
557,0,@westcoastcash Hey thanks! Fun game to call,westcoastcash Hey thanks Fun game call
558,0,@jschillmaier Haha thanks,jschillmaier Haha thanks
559,0,"Just talked about this on-air w/ Bob, but wins like that are so huge in a long year. They help in the standings, sure, but they bring teams together. They generate belief in the clubhouse. They galvanize a group. Doesn’t guarantee anything the rest of the way, but it’s meaningful",Just talked onair w Bob wins like huge long year They help standings sure bring teams together They generate belief clubhouse They galvanize group Doesn guarantee anything rest way meaningful
560,0,Game of the year. What a win.,Game year What win
561,0,"@Nationals This is very good, you guys",Nationals This good guys
562,0,That right there is an all-around gutsy win.   The Nats have won 8 of 9. They’ve won 10 of 13. And they’re now just four games back of the Mets for first place.,That right allaround gutsy win The Nats They And four games back Mets first place
563,0,"@DogearedCarrie Haha thanks, Carrie!",DogearedCarrie Haha thanks Carrie
564,0,Josh Bell has done a very nice job defensively at first base this year. That’s the tweet.,Josh Bell done nice job defensively first base year That tweet
565,0,The Scherzer family is on fire tonight.,The Scherzer family fire tonight
566,0,"There are so many amazing parts to this, but my absolute favorite is Jim Hickey giving an, “Oh no, hold me back!!” sort of deal to Joe Girardi.",There many amazing parts absolute favorite Jim Hickey giving Oh hold back sort deal Joe Girardi
567,0,"Girardi then came marching out of the Phillies dugout screaming, “Let’s go!!” Essentially telling Max and the Nats to come get him.",Girardi came marching Phillies dugout screaming Let go Essentially telling Max Nats come get
568,0,"Max gets to his dugout after his five innings of work. Looks back to Joe Girardi in the Phillies dugout. Holds up his glove and his hat as if to say, “See?!?! I’ve got nothing!! Look!!!”",Max gets dugout five innings work Looks back Joe Girardi Phillies dugout Holds glove hat say See I got nothing Look
569,0,"Davey is really upset. Max has already been checked twice. Girardi asked for him to be checked during an inning. Max spiked his glove and hat when the umpires came out, saying, bring it on.",Davey really upset Max already checked twice Girardi asked checked inning Max spiked glove hat umpires came saying bring
570,0,"Joe Girardi is asking for Max to be checked during an inning right after a strikeout.   Max is pissed. Keeps saying, “I’ve got nothing!”",Joe Girardi asking Max checked inning right strikeout Max pissed Keeps saying I got nothing
571,0,"Bryce homered off Max in their first battle tonight.   Max strikes out Bryce on a cutter down and in to end their second battle. After the K, Bryce shouted out at Max, “What a pitch!” He then winked at his former teammate.   Good, clean fun.",Bryce homered Max first battle tonight Max strikes Bryce cutter end second battle After K Bryce shouted Max What pitch He winked former teammate Good clean fun
572,0,Rhys Hoskins just doubled to right off Scherzer and lifted his arm up towards his dugout. I thought he was about to motion that he wanted them to keep the baseball. He had been 0-for-21 with 12 Ks career off Max before that AB.,Rhys Hoskins doubled right Scherzer lifted arm towards dugout I thought motion wanted keep baseball He Ks career Max AB
573,0,"I knew Max Scherzer would be entertaining as all hell when getting inspected by umpires for substances after an inning. He did not disappoint. Guys in the Nats’ dugout laughing watching Max, arms outstretched, with a stink face, get his glove and cap looked at.",I knew Max Scherzer would entertaining hell getting inspected umpires substances inning He disappoint Guys Nats dugout laughing watching Max arms outstretched stink face get glove cap looked
574,1,Nats activate Max Scherzer from the IL. He’ll start tonight in Philly. Kyle Finnegan lands on the IL with a left hamstring strain.,Nats activate Max Scherzer IL He start tonight Philly Kyle Finnegan lands IL left hamstring strain
575,0,"@peterjpierce @gogogadgetbaton My pleasure, Peter!! Hope you had a great Father’s Day!",peterjpierce gogogadgetbaton My pleasure Peter Hope great Father Day
576,0,"@gogogadgetbaton @peterjpierce @Nationals This makes me so happy! It’s my pleasure, and thanks for sharing the pic!",gogogadgetbaton peterjpierce Nationals This makes happy It pleasure thanks sharing pic
577,0,"After being in an empty ballpark last year, watching games being played with fake crowd noise in the background and cardboard cutouts in the seats, days like today just feel so good. 30,000-plus in the seats. Baby Shark. Standing ovations. Curtain calls. What a day.",After empty ballpark last year watching games played fake crowd noise background cardboard cutouts seats days like today feel good plus seats Baby Shark Standing ovations Curtain calls What day
578,0,WHAT IS GOING ON KYLE SCHWARBER HOMERED AGAIN,WHAT IS GOING ON KYLE SCHWARBER HOMERED AGAIN
579,0,"Can’t make this stuff up. Gerardo Parra pinch hits in the 7th, Nats Park gets to do Baby Shark for the first time since Game 5 of the World Series, and then Parra ropes a double into the left field corner.",Can make stuff Gerardo Parra pinch hits th Nats Park gets Baby Shark first time since Game World Series Parra ropes double left field corner
580,0,Kyle Schwarber has done it again. Unbelievable. Four homers in his last two games. Eight on the homestand.,Kyle Schwarber done Unbelievable Four homers last two games Eight homestand
581,0,"I’m choosing to believe Zim just kept walking onto the field with his arms outstretched like that. It didn’t happen, but I’m choosing to believe it did.",I choosing believe Zim kept walking onto field arms outstretched like It happen I choosing believe
582,0,@MarkZuckerman WOW THANKS MARK,MarkZuckerman WOW THANKS MARK
583,0,@chelsea_janes #ChelseaFactor,chelseajanes ChelseaFactor
584,0,Kyle Schwarber is on another planet. His fourth leadoff homer of the season. Unreal.,Kyle Schwarber another planet His fourth leadoff homer season Unreal
585,0,"I asked Parra whether he would still be giving ling hugs to Stephen Strasburg. As I asked it, Strasburg was walking by.   “I hope not,” he said with a smile.",I asked Parra whether would still giving ling hugs Stephen Strasburg As I asked Strasburg walking I hope said smile
586,0,"Most important update of the day: Gerardo Parra says he’ll be keeping the same Baby Shark walk-up song. Says it’s good vibes for teammates and the fans, and he wants to keep it for everyone.",Most important update day Gerardo Parra says keeping Baby Shark walkup song Says good vibes teammates fans wants keep everyone
587,0,Baby Shark is back. The Nats have activated Gerardo Parra.   Luis García has been optioned. Ben Braymer DFAd.,Baby Shark back The Nats activated Gerardo Parra Luis García optioned Ben Braymer DFAd
588,0,Let’s run this back. Schwarber does it again. Three-run shot.   He now has homered 28 times in his career in games started by Lester.,Let run back Schwarber Threerun shot He homered times career games started Lester
589,0,"It’s a Jon Lester start day, so that means Kyle Schwarber will homer at some point. Only took three pitches tonight.   And that was a BOMB the other way.",It Jon Lester start day means Kyle Schwarber homer point Only took three pitches tonight And BOMB way
590,0,"@MarkZuckerman At no point did I ask you to join the pregame show. And yet, here you are. #clarification #accuracy",MarkZuckerman At point I ask join pregame show And yet clarification accuracy
591,0,"Need this guy back at Nats Park ASAP. Got the crowd so fired up, and believe me when I tell you he got the Nats’ dugout fired up too.",Need guy back Nats Park ASAP Got crowd fired believe I tell got Nats dugout fired
592,0,Best I’ve ever looked.,Best I ever looked
593,0,Erick Fedde over his last three starts:  -7 scoreless -5 scoreless -7 scoreless  And that’s with nearly a month-long gap in between starts 1 and 2 because of a stint on the Covid IL. Add in an inning in a previous outing and it’s 20 straight scoreless frames. So impressive.,Erick Fedde last three starts scoreless scoreless scoreless And nearly monthlong gap starts stint Covid IL Add inning previous outing straight scoreless frames So impressive
594,0,*clears throat*,clears throat
595,0,"At some point soon, teams will stop running on Yan Gomes. Right?",At point soon teams stop running Yan Gomes Right
596,0,"Quote of the year from Austin Voth, back from a broken nose after being hit in the face with a pitch:  “I’m still pretty good looking, I feel like.”",Quote year Austin Voth back broken nose hit face pitch I still pretty good looking I feel like
597,0,You’d think that I’ve typed “Nats” enough times over the last decade covering the team that my iPhone would know not to autocorrect and drop an apostrophe in there...but you’d be wrong.,You think I typed Nats enough times last decade covering team iPhone would know autocorrect drop apostrophe therebut wrong
598,0,Nat’s get Starlin Castro back from the restricted list and Austin Voth back from the IL.   Andrew Stevenson lands on the IL with an oblique strain and Ryne Harper has been optioned.,Nat get Starlin Castro back restricted list Austin Voth back IL Andrew Stevenson lands IL oblique strain Ryne Harper optioned
599,0,"@Nationals Officially claiming 1/5 of this homer for myself. Josh gets 4/5 of the homer, Dan the other 1/5. I’m sure Josh will be totally fine with this.",Nationals Officially claiming homer Josh gets homer Dan I sure Josh totally fine
600,0,"“There were always reports of ‘I don’t think he can stick in center.’ That never really resonated with me. It was like, ‘I’m going to do it.’ ”   In today’s Padres Daily:  Grisham so centered. Tatis’ campaign for Crone. Pham worth it. Tidbits.  https://t.co/ybp0cjCSvv",There always reports I think stick center That never really resonated It like I going In today Padres Daily Grisham centered Tatis campaign Crone Pham worth Tidbits httpstcoybpcjCSvv
601,0,"“It’s something, you see the best do it. Now, seeing myself accomplish this feels like it was a huge step in my career — and for the organization too.”   https://t.co/BoPsGQ4xEs",It something see best Now seeing accomplish feels like huge step career organization httpstcoBoPsGQxEs
602,0,Jurickson Profar with his second double of the night. Wrote something about Profar this morning that contained a pretty incredible statistic that suggested he wasn't far off.  https://t.co/AShu4vwxDp,Jurickson Profar second double night Wrote something Profar morning contained pretty incredible statistic suggested far httpstcoAShuvwxDp
603,0,One pitch. Inning over.,One pitch Inning
604,0,Tim Hill back into the MLB lead with his 40th appearance.  He enters with bases loaded and two outs in the seventh inning of a tie game.,Tim Hill back MLB lead th appearance He enters bases loaded two outs seventh inning tie game
605,0,Tommy Pham is now 5-for-11 as a pinch-hitter this season.  He and Manny Machado are also absolutely fearless with two strikes.,Tommy Pham pinchhitter season He Manny Machado also absolutely fearless two strikes
606,0,UPDATE: Manny Machado was not wearing the gold shoes before the rain delay. He is wearing the gold shoes now.,UPDATE Manny Machado wearing gold shoes rain delay He wearing gold shoes
607,0,The rain and Eric Hosmer end Luis Castillo's no-hitter in the fifth inning.,The rain Eric Hosmer end Luis Castillos nohitter fifth inning
608,0,Luis Castillo has been warming up. Ryan Weathers has not. It appears Mason Thompson will be the Padres pitcher to start the fifth.,Luis Castillo warming Ryan Weathers It appears Mason Thompson Padres pitcher start fifth
609,0,"Man, I got this story done fast. And just in time. Scheduled restart here at 6:25 PT.",Man I got story done fast And time Scheduled restart PT
610,0,"Plenty of Padres fans here at Great American Ball Park, where they are playing the All-Star starter reveal show during weather delay. Cheer goes up as it is announced Fernando Tatis Jr. will start for the NL at shortstop.",Plenty Padres fans Great American Ball Park playing AllStar starter reveal show weather delay Cheer goes announced Fernando Tatis Jr start NL shortstop
611,0,"Cincinnati brings the rain hard. It’s impressive. By the way, Luis Castillo has not allowed a hit through four innings. Radar indicates this torrential downpour will pass soon.  https://t.co/Q0BfOs08Bj",Cincinnati brings rain hard It impressive By way Luis Castillo allowed hit four innings Radar indicates torrential downpour pass soon httpstcoQBfOsBj
612,0,The last play before the delay. I'll remember it fondly while I watch rain fall ... again.,The last play delay I remember fondly I watch rain fall
613,0,The tarp is going on the field. The only game in the series to start on time will have a delay.,The tarp going field The game series start time delay
614,0,Sometimes it is easy to take Manny Machado's defense for granted. Not when he throws all the way across the diamond from one knee to get an out.,Sometimes easy take Manny Machados defense granted Not throws way across diamond one knee get
615,0,"Ryan Weathers has picked off five runners this season, two of them (Anthony Rizzo last month and Alejo Lopez just now) without the runner really even  coming close to getting back to the bag.",Ryan Weathers picked five runners season two Anthony Rizzo last month Alejo Lopez without runner really even coming close getting back bag
616,0,“It was terrible.”  Padres pregame: Going for another sweep of Reds; Blake Snell recovering from food poisoning  https://t.co/MpkwUrMfz7,It terrible Padres pregame Going another sweep Reds Blake Snell recovering food poisoning httpstcoMpkwUrMfz
617,0,"Padres trying to finish third sweep in past four series, second against Reds:  Grisham CF Tatis Jr. SS Cronenworth 2B Machado 3B Hosmer 1B Myers RF Profar LF Rivas C Weathers P",Padres trying finish third sweep past four series second Reds Grisham CF Tatis Jr SS Cronenworth B Machado B Hosmer B Myers RF Profar LF Rivas C Weathers P
618,0,Miguel Diaz has been optioned to make roster room for Ryan Weathers.  Weathers to start to tonight’s finale in Cincinnati.,Miguel Diaz optioned make roster room Ryan Weathers Weathers start tonight finale Cincinnati
619,0,"Ball Park, in this case.",Ball Park case
620,0,Blake Snell is at Great American Ballpark. Smiling. In uniform. About to play catch.,Blake Snell Great American Ballpark Smiling In uniform About play catch
621,0,"The game has been called. The Padres win, 7-5.",The game called The Padres win
622,0,"""We’ve seen the improvement he’s had month to month.""  Kim's development, which includes the elimination of some of the movement in his swing, pleases veteran Padres.    https://t.co/fcCvRJEe0J",We seen improvement month month Kims development includes elimination movement swing pleases veteran Padres httpstcofcCvRJEeJ
623,0,"Looks like storm is about to pass. Still raining, though not as hard. Members of the grounds crew (and one policeman) have begun to dig into the warning track to accelerate drainage.  https://t.co/vOkKIxY5tQ",Looks like storm pass Still raining though hard Members grounds crew one policeman begun dig warning track accelerate drainage httpstcovOkKIxYtQ
624,0,@texpadres You take that back right now!,texpadres You take back right
625,0,Waterfalls!  https://t.co/qL6opj8ehb,Waterfalls httpstcoqLopjehb
626,0,"Looks promising. It’s an official game, so …  https://t.co/BDPsFHBo7k",Looks promising It official game httpstcoBDPsFHBok
627,0,"Moments after lightning lit up the ballpark and caused even the Midwesterners used to this sort of thing to shout and many to head for cover, umpires waved players off the field. We are in a delay.",Moments lightning lit ballpark caused even Midwesterners used sort thing shout many head cover umpires waved players field We delay
628,0,The lightning and thunder are increasing in frequency.  There seems little doubt we're going to be sitting around in a little bit.,The lightning thunder increasing frequency There seems little doubt going sitting around little bit
629,0,"Trent Grisham lines a grand slam to put the Padres up 7-5 in the fifth. Almost as soon as he crossed home plate, lightning flashed across the river in Kentucky.",Trent Grisham lines grand slam put Padres fifth Almost soon crossed home plate lightning flashed across river Kentucky
630,0,"Tim Hill is warming up ... for the 1,000th time this season.",Tim Hill warming th time season
631,0,Fernando Tatis Jr. sends the first pitch of the third inning to the second deck beyond left field. His 26th of the season and the third solo shot by the Padres tonight. They trail 4-3.,Fernando Tatis Jr sends first pitch third inning second deck beyond left field His th season third solo shot Padres tonight They trail
632,0,Trent Grisham and Wil Myers go back-to-back and have halved the Reds' lead. 4-2 in the second.,Trent Grisham Wil Myers go backtoback halved Reds lead second
633,0,"Joe Musgrove threw 37 pitches in the first inning. The only pitcher to throw more in an inning this season was Blake Snell, who threw 38 while not making it out of the first inning April 13 at Pittsburgh.",Joe Musgrove threw pitches first inning The pitcher throw inning season Blake Snell threw making first inning April Pittsburgh
634,0,Joe Musgrove has thrown 28 pitches and has runners at the corners with one out in the first inning. He (and the Padres bullpen) could really use a double play grounder.,Joe Musgrove thrown pitches runners corners one first inning He Padres bullpen could really use double play grounder
635,0,Padres place Blake Snell on IL with illness. He does not have to remain there for 10 days. Seems he could pitch as soon as Sunday.  https://t.co/rzIEufUh7K,Padres place Blake Snell IL illness He remain days Seems could pitch soon Sunday httpstcorzIEufUhK
636,0,"First pitch scheduled for 4:45 PT. Hardly a drop at Great American Ball Park, but it got very dark and they let a storm pass nearby.",First pitch scheduled PT Hardly drop Great American Ball Park got dark let storm pass nearby
637,0,Blake Snell is fully vaccinated and has tested negative for Covid.,Blake Snell fully vaccinated tested negative Covid
638,0,"At least a 10-minute delay in Cincinnati. Inclement weather in the area. Tarp is not on the field, but the grounds crew is at the ready.",At least minute delay Cincinnati Inclement weather area Tarp field grounds crew ready
639,1,Blake Snell has been placed on the injured list due to his illness. Miguel Diaz has been recalled.,Blake Snell placed injured list due illness Miguel Diaz recalled
640,0,"Today vs. Reds RHP Vladimir Gutierrez. Same as yesterday, except swap Profar for Hosmer and Myers moved up a spot.  Pham LF Tatis SS Cronenworth 2B Machado 3B Grisham CF Myers RF Profar 1B Caratini C Musgrove P",Today vs Reds RHP Vladimir Gutierrez Same yesterday except swap Profar Hosmer Myers moved spot Pham LF Tatis SS Cronenworth B Machado B Grisham CF Myers RF Profar B Caratini C Musgrove P
641,0,“I play through it. They don’t teach that anymore these days.”  In today’s Padres Daily:  Old-school Manny. All-Star Pham? Walking Tatis. Plus tidbits.  https://t.co/lSKOYhUhlp,I play They teach anymore days In today Padres Daily Oldschool Manny AllStar Pham Walking Tatis Plus tidbits httpstcolSKOYhUhlp
642,0,"""Our bullpen held it down for us tonight. We needed them to step up big … and they came in and did their thing.”  Padres ride bullpen to road win over Reds  https://t.co/I3aMrJuXoE",Our bullpen held us tonight We needed step big came thing Padres ride bullpen road win Reds httpstcoIaMrJuXoE
643,0,Ryan Weathers will start against the Reds Thursday.,Ryan Weathers start Reds Thursday
644,0,"Fan appeared to be hassling Tommy Pham during bottom of the 7th. Pham talked to a police officer as he returned to the dugout. A couple officers went and spoke with the fan, who was allowed to return to his seat. Pham has had issues with fans this season.   https://t.co/8w5wzdYX1A",Fan appeared hassling Tommy Pham bottom th Pham talked police officer returned dugout A couple officers went spoke fan allowed return seat Pham issues fans season httpstcowwzdYXA
